factor,freq,factor_group_label,factor_package,factor_packages,name_cn,meaning_cn,formula_cn,description,used_in_run,factor_group_key
fund_hf_fusion_sym_fd_hf_growth_flow__fd_hf_growth_jump,D,Fundamental Packages,fund_hf_fusion,fund_hf_fusion,基本面-高频融合包·成长高频资金流-成长高频跳跃对称价差,构造 成长高频资金流 与 成长高频跳跃 的对称归一化价差，减少量纲影响。,fund_hf_fusion_sym_fd_hf_growth_flow__fd_hf_growth_jump = (列(成长高频资金流) - 列(成长高频跳跃)) / (|列(成长高频资金流)| + |列(成长高频跳跃)| + EPS),"fund_hf_fusion symmetric spread fd_hf_growth_flow,fd_hf_growth_jump",False,fundamental
fund_hf_fusion_sym_fd_hf_growth_flow__fd_hf_growth_sentiment,D,Fundamental Packages,fund_hf_fusion,fund_hf_fusion,基本面-高频融合包·成长高频资金流-成长高频情绪对称价差,构造 成长高频资金流 与 成长高频情绪 的对称归一化价差，减少量纲影响。,fund_hf_fusion_sym_fd_hf_growth_flow__fd_hf_growth_sentiment = (列(成长高频资金流) - 列(成长高频情绪)) / (|列(成长高频资金流)| + |列(成长高频情绪)| + EPS),"fund_hf_fusion symmetric spread fd_hf_growth_flow,fd_hf_growth_sentiment",False,fundamental
fund_hf_fusion_sym_fd_hf_growth_flow__fd_hf_growth_vwap,D,Fundamental Packages,fund_hf_fusion,fund_hf_fusion,基本面-高频融合包·成长高频资金流-成长高频VWAP对称价差,构造 成长高频资金流 与 成长高频VWAP 的对称归一化价差，减少量纲影响。,fund_hf_fusion_sym_fd_hf_growth_flow__fd_hf_growth_vwap = (列(成长高频资金流) - 列(成长高频VWAP)) / (|列(成长高频资金流)| + |列(成长高频VWAP)| + EPS),"fund_hf_fusion symmetric spread fd_hf_growth_flow,fd_hf_growth_vwap",False,fundamental
fund_hf_fusion_sym_fd_hf_growth_flow__fd_hf_valuation_flow,D,Fundamental Packages,fund_hf_fusion,fund_hf_fusion,基本面-高频融合包·成长高频资金流-估值高频资金流对称价差,构造 成长高频资金流 与 估值高频资金流 的对称归一化价差，减少量纲影响。,fund_hf_fusion_sym_fd_hf_growth_flow__fd_hf_valuation_flow = (列(成长高频资金流) - 列(估值高频资金流)) / (|列(成长高频资金流)| + |列(估值高频资金流)| + EPS),"fund_hf_fusion symmetric spread fd_hf_growth_flow,fd_hf_valuation_flow",False,fundamental
fund_hf_fusion_sym_fd_hf_growth_flow__fd_hf_valuation_intraday,D,Fundamental Packages,fund_hf_fusion,fund_hf_fusion,基本面-高频融合包·成长高频资金流-估值高频日内对称价差,构造 成长高频资金流 与 估值高频日内 的对称归一化价差，减少量纲影响。,fund_hf_fusion_sym_fd_hf_growth_flow__fd_hf_valuation_intraday = (列(成长高频资金流) - 列(估值高频日内)) / (|列(成长高频资金流)| + |列(估值高频日内)| + EPS),"fund_hf_fusion symmetric spread fd_hf_growth_flow,fd_hf_valuation_intraday",False,fundamental
fund_hf_fusion_sym_fd_hf_growth_flow__fd_hf_valuation_jump,D,Fundamental Packages,fund_hf_fusion,fund_hf_fusion,基本面-高频融合包·成长高频资金流-估值高频跳跃对称价差,构造 成长高频资金流 与 估值高频跳跃 的对称归一化价差，减少量纲影响。,fund_hf_fusion_sym_fd_hf_growth_flow__fd_hf_valuation_jump = (列(成长高频资金流) - 列(估值高频跳跃)) / (|列(成长高频资金流)| + |列(估值高频跳跃)| + EPS),"fund_hf_fusion symmetric spread fd_hf_growth_flow,fd_hf_valuation_jump",False,fundamental
fund_hf_fusion_sym_fd_hf_growth_flow__fd_hf_valuation_vwap,D,Fundamental Packages,fund_hf_fusion,fund_hf_fusion,基本面-高频融合包·成长高频资金流-估值高频VWAP对称价差,构造 成长高频资金流 与 估值高频VWAP 的对称归一化价差，减少量纲影响。,fund_hf_fusion_sym_fd_hf_growth_flow__fd_hf_valuation_vwap = (列(成长高频资金流) - 列(估值高频VWAP)) / (|列(成长高频资金流)| + |列(估值高频VWAP)| + EPS),"fund_hf_fusion symmetric spread fd_hf_growth_flow,fd_hf_valuation_vwap",False,fundamental
fund_hf_fusion_sym_fd_hf_growth_intraday__fd_hf_growth_sentiment,D,Fundamental Packages,fund_hf_fusion,fund_hf_fusion,基本面-高频融合包·成长高频日内-成长高频情绪对称价差,构造 成长高频日内 与 成长高频情绪 的对称归一化价差，减少量纲影响。,fund_hf_fusion_sym_fd_hf_growth_intraday__fd_hf_growth_sentiment = (列(成长高频日内) - 列(成长高频情绪)) / (|列(成长高频日内)| + |列(成长高频情绪)| + EPS),"fund_hf_fusion symmetric spread fd_hf_growth_intraday,fd_hf_growth_sentiment",False,fundamental
fund_hf_fusion_sym_fd_hf_growth_intraday__fd_hf_growth_vwap,D,Fundamental Packages,fund_hf_fusion,fund_hf_fusion,基本面-高频融合包·成长高频日内-成长高频VWAP对称价差,构造 成长高频日内 与 成长高频VWAP 的对称归一化价差，减少量纲影响。,fund_hf_fusion_sym_fd_hf_growth_intraday__fd_hf_growth_vwap = (列(成长高频日内) - 列(成长高频VWAP)) / (|列(成长高频日内)| + |列(成长高频VWAP)| + EPS),"fund_hf_fusion symmetric spread fd_hf_growth_intraday,fd_hf_growth_vwap",False,fundamental
fund_hf_fusion_sym_fd_hf_growth_intraday__fd_hf_valuation_flow,D,Fundamental Packages,fund_hf_fusion,fund_hf_fusion,基本面-高频融合包·成长高频日内-估值高频资金流对称价差,构造 成长高频日内 与 估值高频资金流 的对称归一化价差，减少量纲影响。,fund_hf_fusion_sym_fd_hf_growth_intraday__fd_hf_valuation_flow = (列(成长高频日内) - 列(估值高频资金流)) / (|列(成长高频日内)| + |列(估值高频资金流)| + EPS),"fund_hf_fusion symmetric spread fd_hf_growth_intraday,fd_hf_valuation_flow",False,fundamental
fund_hf_fusion_sym_fd_hf_growth_intraday__fd_hf_valuation_intraday,D,Fundamental Packages,fund_hf_fusion,fund_hf_fusion,基本面-高频融合包·成长高频日内-估值高频日内对称价差,构造 成长高频日内 与 估值高频日内 的对称归一化价差，减少量纲影响。,fund_hf_fusion_sym_fd_hf_growth_intraday__fd_hf_valuation_intraday = (列(成长高频日内) - 列(估值高频日内)) / (|列(成长高频日内)| + |列(估值高频日内)| + EPS),"fund_hf_fusion symmetric spread fd_hf_growth_intraday,fd_hf_valuation_intraday",False,fundamental
fund_hf_fusion_sym_fd_hf_growth_intraday__fd_hf_valuation_jump,D,Fundamental Packages,fund_hf_fusion,fund_hf_fusion,基本面-高频融合包·成长高频日内-估值高频跳跃对称价差,构造 成长高频日内 与 估值高频跳跃 的对称归一化价差，减少量纲影响。,fund_hf_fusion_sym_fd_hf_growth_intraday__fd_hf_valuation_jump = (列(成长高频日内) - 列(估值高频跳跃)) / (|列(成长高频日内)| + |列(估值高频跳跃)| + EPS),"fund_hf_fusion symmetric spread fd_hf_growth_intraday,fd_hf_valuation_jump",False,fundamental
fund_hf_fusion_sym_fd_hf_growth_intraday__fd_hf_valuation_vwap,D,Fundamental Packages,fund_hf_fusion,fund_hf_fusion,基本面-高频融合包·成长高频日内-估值高频VWAP对称价差,构造 成长高频日内 与 估值高频VWAP 的对称归一化价差，减少量纲影响。,fund_hf_fusion_sym_fd_hf_growth_intraday__fd_hf_valuation_vwap = (列(成长高频日内) - 列(估值高频VWAP)) / (|列(成长高频日内)| + |列(估值高频VWAP)| + EPS),"fund_hf_fusion symmetric spread fd_hf_growth_intraday,fd_hf_valuation_vwap",False,fundamental
fund_hf_fusion_sym_fd_hf_growth_jump__fd_hf_growth_intraday,D,Fundamental Packages,fund_hf_fusion,fund_hf_fusion,基本面-高频融合包·成长高频跳跃-成长高频日内对称价差,构造 成长高频跳跃 与 成长高频日内 的对称归一化价差，减少量纲影响。,fund_hf_fusion_sym_fd_hf_growth_jump__fd_hf_growth_intraday = (列(成长高频跳跃) - 列(成长高频日内)) / (|列(成长高频跳跃)| + |列(成长高频日内)| + EPS),"fund_hf_fusion symmetric spread fd_hf_growth_jump,fd_hf_growth_intraday",False,fundamental
fund_hf_fusion_sym_fd_hf_growth_jump__fd_hf_growth_sentiment,D,Fundamental Packages,fund_hf_fusion,fund_hf_fusion,基本面-高频融合包·成长高频跳跃-成长高频情绪对称价差,构造 成长高频跳跃 与 成长高频情绪 的对称归一化价差，减少量纲影响。,fund_hf_fusion_sym_fd_hf_growth_jump__fd_hf_growth_sentiment = (列(成长高频跳跃) - 列(成长高频情绪)) / (|列(成长高频跳跃)| + |列(成长高频情绪)| + EPS),"fund_hf_fusion symmetric spread fd_hf_growth_jump,fd_hf_growth_sentiment",False,fundamental
fund_hf_fusion_sym_fd_hf_growth_jump__fd_hf_growth_vwap,D,Fundamental Packages,fund_hf_fusion,fund_hf_fusion,基本面-高频融合包·成长高频跳跃-成长高频VWAP对称价差,构造 成长高频跳跃 与 成长高频VWAP 的对称归一化价差，减少量纲影响。,fund_hf_fusion_sym_fd_hf_growth_jump__fd_hf_growth_vwap = (列(成长高频跳跃) - 列(成长高频VWAP)) / (|列(成长高频跳跃)| + |列(成长高频VWAP)| + EPS),"fund_hf_fusion symmetric spread fd_hf_growth_jump,fd_hf_growth_vwap",False,fundamental
fund_hf_fusion_sym_fd_hf_growth_jump__fd_hf_valuation_flow,D,Fundamental Packages,fund_hf_fusion,fund_hf_fusion,基本面-高频融合包·成长高频跳跃-估值高频资金流对称价差,构造 成长高频跳跃 与 估值高频资金流 的对称归一化价差，减少量纲影响。,fund_hf_fusion_sym_fd_hf_growth_jump__fd_hf_valuation_flow = (列(成长高频跳跃) - 列(估值高频资金流)) / (|列(成长高频跳跃)| + |列(估值高频资金流)| + EPS),"fund_hf_fusion symmetric spread fd_hf_growth_jump,fd_hf_valuation_flow",False,fundamental
fund_hf_fusion_sym_fd_hf_growth_jump__fd_hf_valuation_intraday,D,Fundamental Packages,fund_hf_fusion,fund_hf_fusion,基本面-高频融合包·成长高频跳跃-估值高频日内对称价差,构造 成长高频跳跃 与 估值高频日内 的对称归一化价差，减少量纲影响。,fund_hf_fusion_sym_fd_hf_growth_jump__fd_hf_valuation_intraday = (列(成长高频跳跃) - 列(估值高频日内)) / (|列(成长高频跳跃)| + |列(估值高频日内)| + EPS),"fund_hf_fusion symmetric spread fd_hf_growth_jump,fd_hf_valuation_intraday",False,fundamental
fund_hf_fusion_sym_fd_hf_growth_jump__fd_hf_valuation_jump,D,Fundamental Packages,fund_hf_fusion,fund_hf_fusion,基本面-高频融合包·成长高频跳跃-估值高频跳跃对称价差,构造 成长高频跳跃 与 估值高频跳跃 的对称归一化价差，减少量纲影响。,fund_hf_fusion_sym_fd_hf_growth_jump__fd_hf_valuation_jump = (列(成长高频跳跃) - 列(估值高频跳跃)) / (|列(成长高频跳跃)| + |列(估值高频跳跃)| + EPS),"fund_hf_fusion symmetric spread fd_hf_growth_jump,fd_hf_valuation_jump",False,fundamental
fund_hf_fusion_sym_fd_hf_growth_jump__fd_hf_valuation_vwap,D,Fundamental Packages,fund_hf_fusion,fund_hf_fusion,基本面-高频融合包·成长高频跳跃-估值高频VWAP对称价差,构造 成长高频跳跃 与 估值高频VWAP 的对称归一化价差，减少量纲影响。,fund_hf_fusion_sym_fd_hf_growth_jump__fd_hf_valuation_vwap = (列(成长高频跳跃) - 列(估值高频VWAP)) / (|列(成长高频跳跃)| + |列(估值高频VWAP)| + EPS),"fund_hf_fusion symmetric spread fd_hf_growth_jump,fd_hf_valuation_vwap",False,fundamental
fund_hf_fusion_sym_fd_hf_growth_sentiment__fd_hf_valuation_flow,D,Fundamental Packages,fund_hf_fusion,fund_hf_fusion,基本面-高频融合包·成长高频情绪-估值高频资金流对称价差,构造 成长高频情绪 与 估值高频资金流 的对称归一化价差，减少量纲影响。,fund_hf_fusion_sym_fd_hf_growth_sentiment__fd_hf_valuation_flow = (列(成长高频情绪) - 列(估值高频资金流)) / (|列(成长高频情绪)| + |列(估值高频资金流)| + EPS),"fund_hf_fusion symmetric spread fd_hf_growth_sentiment,fd_hf_valuation_flow",False,fundamental
fund_hf_fusion_sym_fd_hf_growth_sentiment__fd_hf_valuation_intraday,D,Fundamental Packages,fund_hf_fusion,fund_hf_fusion,基本面-高频融合包·成长高频情绪-估值高频日内对称价差,构造 成长高频情绪 与 估值高频日内 的对称归一化价差，减少量纲影响。,fund_hf_fusion_sym_fd_hf_growth_sentiment__fd_hf_valuation_intraday = (列(成长高频情绪) - 列(估值高频日内)) / (|列(成长高频情绪)| + |列(估值高频日内)| + EPS),"fund_hf_fusion symmetric spread fd_hf_growth_sentiment,fd_hf_valuation_intraday",False,fundamental
fund_hf_fusion_sym_fd_hf_growth_sentiment__fd_hf_valuation_jump,D,Fundamental Packages,fund_hf_fusion,fund_hf_fusion,基本面-高频融合包·成长高频情绪-估值高频跳跃对称价差,构造 成长高频情绪 与 估值高频跳跃 的对称归一化价差，减少量纲影响。,fund_hf_fusion_sym_fd_hf_growth_sentiment__fd_hf_valuation_jump = (列(成长高频情绪) - 列(估值高频跳跃)) / (|列(成长高频情绪)| + |列(估值高频跳跃)| + EPS),"fund_hf_fusion symmetric spread fd_hf_growth_sentiment,fd_hf_valuation_jump",False,fundamental
fund_hf_fusion_sym_fd_hf_growth_sentiment__fd_hf_valuation_vwap,D,Fundamental Packages,fund_hf_fusion,fund_hf_fusion,基本面-高频融合包·成长高频情绪-估值高频VWAP对称价差,构造 成长高频情绪 与 估值高频VWAP 的对称归一化价差，减少量纲影响。,fund_hf_fusion_sym_fd_hf_growth_sentiment__fd_hf_valuation_vwap = (列(成长高频情绪) - 列(估值高频VWAP)) / (|列(成长高频情绪)| + |列(估值高频VWAP)| + EPS),"fund_hf_fusion symmetric spread fd_hf_growth_sentiment,fd_hf_valuation_vwap",False,fundamental
fund_hf_fusion_sym_fd_hf_growth_vwap__fd_hf_growth_sentiment,D,Fundamental Packages,fund_hf_fusion,fund_hf_fusion,基本面-高频融合包·成长高频VWAP-成长高频情绪对称价差,构造 成长高频VWAP 与 成长高频情绪 的对称归一化价差，减少量纲影响。,fund_hf_fusion_sym_fd_hf_growth_vwap__fd_hf_growth_sentiment = (列(成长高频VWAP) - 列(成长高频情绪)) / (|列(成长高频VWAP)| + |列(成长高频情绪)| + EPS),"fund_hf_fusion symmetric spread fd_hf_growth_vwap,fd_hf_growth_sentiment",False,fundamental
fund_hf_fusion_sym_fd_hf_growth_vwap__fd_hf_valuation_flow,D,Fundamental Packages,fund_hf_fusion,fund_hf_fusion,基本面-高频融合包·成长高频VWAP-估值高频资金流对称价差,构造 成长高频VWAP 与 估值高频资金流 的对称归一化价差，减少量纲影响。,fund_hf_fusion_sym_fd_hf_growth_vwap__fd_hf_valuation_flow = (列(成长高频VWAP) - 列(估值高频资金流)) / (|列(成长高频VWAP)| + |列(估值高频资金流)| + EPS),"fund_hf_fusion symmetric spread fd_hf_growth_vwap,fd_hf_valuation_flow",False,fundamental
fund_hf_fusion_sym_fd_hf_growth_vwap__fd_hf_valuation_intraday,D,Fundamental Packages,fund_hf_fusion,fund_hf_fusion,基本面-高频融合包·成长高频VWAP-估值高频日内对称价差,构造 成长高频VWAP 与 估值高频日内 的对称归一化价差，减少量纲影响。,fund_hf_fusion_sym_fd_hf_growth_vwap__fd_hf_valuation_intraday = (列(成长高频VWAP) - 列(估值高频日内)) / (|列(成长高频VWAP)| + |列(估值高频日内)| + EPS),"fund_hf_fusion symmetric spread fd_hf_growth_vwap,fd_hf_valuation_intraday",False,fundamental
fund_hf_fusion_sym_fd_hf_growth_vwap__fd_hf_valuation_jump,D,Fundamental Packages,fund_hf_fusion,fund_hf_fusion,基本面-高频融合包·成长高频VWAP-估值高频跳跃对称价差,构造 成长高频VWAP 与 估值高频跳跃 的对称归一化价差，减少量纲影响。,fund_hf_fusion_sym_fd_hf_growth_vwap__fd_hf_valuation_jump = (列(成长高频VWAP) - 列(估值高频跳跃)) / (|列(成长高频VWAP)| + |列(估值高频跳跃)| + EPS),"fund_hf_fusion symmetric spread fd_hf_growth_vwap,fd_hf_valuation_jump",False,fundamental
fund_hf_fusion_sym_fd_hf_growth_vwap__fd_hf_valuation_vwap,D,Fundamental Packages,fund_hf_fusion,fund_hf_fusion,基本面-高频融合包·成长高频VWAP-估值高频VWAP对称价差,构造 成长高频VWAP 与 估值高频VWAP 的对称归一化价差，减少量纲影响。,fund_hf_fusion_sym_fd_hf_growth_vwap__fd_hf_valuation_vwap = (列(成长高频VWAP) - 列(估值高频VWAP)) / (|列(成长高频VWAP)| + |列(估值高频VWAP)| + EPS),"fund_hf_fusion symmetric spread fd_hf_growth_vwap,fd_hf_valuation_vwap",False,fundamental
fund_hf_fusion_sym_fd_hf_valuation_flow__fd_hf_valuation_intraday,D,Fundamental Packages,fund_hf_fusion,fund_hf_fusion,基本面-高频融合包·估值高频资金流-估值高频日内对称价差,构造 估值高频资金流 与 估值高频日内 的对称归一化价差，减少量纲影响。,fund_hf_fusion_sym_fd_hf_valuation_flow__fd_hf_valuation_intraday = (列(估值高频资金流) - 列(估值高频日内)) / (|列(估值高频资金流)| + |列(估值高频日内)| + EPS),"fund_hf_fusion symmetric spread fd_hf_valuation_flow,fd_hf_valuation_intraday",False,fundamental
fund_hf_fusion_sym_fd_hf_valuation_flow__fd_hf_valuation_jump,D,Fundamental Packages,fund_hf_fusion,fund_hf_fusion,基本面-高频融合包·估值高频资金流-估值高频跳跃对称价差,构造 估值高频资金流 与 估值高频跳跃 的对称归一化价差，减少量纲影响。,fund_hf_fusion_sym_fd_hf_valuation_flow__fd_hf_valuation_jump = (列(估值高频资金流) - 列(估值高频跳跃)) / (|列(估值高频资金流)| + |列(估值高频跳跃)| + EPS),"fund_hf_fusion symmetric spread fd_hf_valuation_flow,fd_hf_valuation_jump",False,fundamental
fund_hf_fusion_sym_fd_hf_valuation_flow__fd_hf_valuation_vwap,D,Fundamental Packages,fund_hf_fusion,fund_hf_fusion,基本面-高频融合包·估值高频资金流-估值高频VWAP对称价差,构造 估值高频资金流 与 估值高频VWAP 的对称归一化价差，减少量纲影响。,fund_hf_fusion_sym_fd_hf_valuation_flow__fd_hf_valuation_vwap = (列(估值高频资金流) - 列(估值高频VWAP)) / (|列(估值高频资金流)| + |列(估值高频VWAP)| + EPS),"fund_hf_fusion symmetric spread fd_hf_valuation_flow,fd_hf_valuation_vwap",False,fundamental
fund_hf_fusion_sym_fd_hf_valuation_intraday__fd_hf_valuation_vwap,D,Fundamental Packages,fund_hf_fusion,fund_hf_fusion,基本面-高频融合包·估值高频日内-估值高频VWAP对称价差,构造 估值高频日内 与 估值高频VWAP 的对称归一化价差，减少量纲影响。,fund_hf_fusion_sym_fd_hf_valuation_intraday__fd_hf_valuation_vwap = (列(估值高频日内) - 列(估值高频VWAP)) / (|列(估值高频日内)| + |列(估值高频VWAP)| + EPS),"fund_hf_fusion symmetric spread fd_hf_valuation_intraday,fd_hf_valuation_vwap",False,fundamental
fund_hf_fusion_sym_fd_hf_valuation_jump__fd_hf_valuation_intraday,D,Fundamental Packages,fund_hf_fusion,fund_hf_fusion,基本面-高频融合包·估值高频跳跃-估值高频日内对称价差,构造 估值高频跳跃 与 估值高频日内 的对称归一化价差，减少量纲影响。,fund_hf_fusion_sym_fd_hf_valuation_jump__fd_hf_valuation_intraday = (列(估值高频跳跃) - 列(估值高频日内)) / (|列(估值高频跳跃)| + |列(估值高频日内)| + EPS),"fund_hf_fusion symmetric spread fd_hf_valuation_jump,fd_hf_valuation_intraday",False,fundamental
fund_hf_fusion_sym_fd_hf_valuation_jump__fd_hf_valuation_vwap,D,Fundamental Packages,fund_hf_fusion,fund_hf_fusion,基本面-高频融合包·估值高频跳跃-估值高频VWAP对称价差,构造 估值高频跳跃 与 估值高频VWAP 的对称归一化价差，减少量纲影响。,fund_hf_fusion_sym_fd_hf_valuation_jump__fd_hf_valuation_vwap = (列(估值高频跳跃) - 列(估值高频VWAP)) / (|列(估值高频跳跃)| + |列(估值高频VWAP)| + EPS),"fund_hf_fusion symmetric spread fd_hf_valuation_jump,fd_hf_valuation_vwap",False,fundamental
fund_hf_fusion_tanh_fd_hf_cashflow_flow,D,Fundamental Packages,fund_hf_fusion,fund_hf_fusion,基本面-高频融合包·现金流高频资金流压缩,对 现金流高频资金流 做 tanh 压缩，降低极值影响，提升稳健性。,fund_hf_fusion_tanh_fd_hf_cashflow_flow = tanh(列(现金流高频资金流)),fund_hf_fusion tanh fd_hf_cashflow_flow,False,fundamental
fund_hf_fusion_tanh_fd_hf_cashflow_intraday,D,Fundamental Packages,fund_hf_fusion,fund_hf_fusion,基本面-高频融合包·现金流高频日内压缩,对 现金流高频日内 做 tanh 压缩，降低极值影响，提升稳健性。,fund_hf_fusion_tanh_fd_hf_cashflow_intraday = tanh(列(现金流高频日内)),fund_hf_fusion tanh fd_hf_cashflow_intraday,False,fundamental
fund_hf_fusion_tanh_fd_hf_cashflow_jump,D,Fundamental Packages,fund_hf_fusion,fund_hf_fusion,基本面-高频融合包·现金流高频跳跃压缩,对 现金流高频跳跃 做 tanh 压缩，降低极值影响，提升稳健性。,fund_hf_fusion_tanh_fd_hf_cashflow_jump = tanh(列(现金流高频跳跃)),fund_hf_fusion tanh fd_hf_cashflow_jump,False,fundamental
fund_hf_fusion_tanh_fd_hf_cashflow_sentiment,D,Fundamental Packages,fund_hf_fusion,fund_hf_fusion,基本面-高频融合包·现金流高频情绪压缩,对 现金流高频情绪 做 tanh 压缩，降低极值影响，提升稳健性。,fund_hf_fusion_tanh_fd_hf_cashflow_sentiment = tanh(列(现金流高频情绪)),fund_hf_fusion tanh fd_hf_cashflow_sentiment,False,fundamental
fund_hf_fusion_tanh_fd_hf_cashflow_vwap,D,Fundamental Packages,fund_hf_fusion,fund_hf_fusion,基本面-高频融合包·现金流高频VWAP压缩,对 现金流高频VWAP 做 tanh 压缩，降低极值影响，提升稳健性。,fund_hf_fusion_tanh_fd_hf_cashflow_vwap = tanh(列(现金流高频VWAP)),fund_hf_fusion tanh fd_hf_cashflow_vwap,False,fundamental
fund_hf_fusion_tanh_fd_hf_efficiency_flow,D,Fundamental Packages,fund_hf_fusion,fund_hf_fusion,基本面-高频融合包·运营效率高频资金流压缩,对 运营效率高频资金流 做 tanh 压缩，降低极值影响，提升稳健性。,fund_hf_fusion_tanh_fd_hf_efficiency_flow = tanh(列(运营效率高频资金流)),fund_hf_fusion tanh fd_hf_efficiency_flow,False,fundamental
fund_hf_fusion_tanh_fd_hf_efficiency_intraday,D,Fundamental Packages,fund_hf_fusion,fund_hf_fusion,基本面-高频融合包·运营效率高频日内压缩,对 运营效率高频日内 做 tanh 压缩，降低极值影响，提升稳健性。,fund_hf_fusion_tanh_fd_hf_efficiency_intraday = tanh(列(运营效率高频日内)),fund_hf_fusion tanh fd_hf_efficiency_intraday,False,fundamental
fund_hf_fusion_tanh_fd_hf_efficiency_jump,D,Fundamental Packages,fund_hf_fusion,fund_hf_fusion,基本面-高频融合包·运营效率高频跳跃压缩,对 运营效率高频跳跃 做 tanh 压缩，降低极值影响，提升稳健性。,fund_hf_fusion_tanh_fd_hf_efficiency_jump = tanh(列(运营效率高频跳跃)),fund_hf_fusion tanh fd_hf_efficiency_jump,False,fundamental
fund_hf_fusion_tanh_fd_hf_efficiency_sentiment,D,Fundamental Packages,fund_hf_fusion,fund_hf_fusion,基本面-高频融合包·运营效率高频情绪压缩,对 运营效率高频情绪 做 tanh 压缩，降低极值影响，提升稳健性。,fund_hf_fusion_tanh_fd_hf_efficiency_sentiment = tanh(列(运营效率高频情绪)),fund_hf_fusion tanh fd_hf_efficiency_sentiment,False,fundamental
fund_hf_fusion_tanh_fd_hf_efficiency_vwap,D,Fundamental Packages,fund_hf_fusion,fund_hf_fusion,基本面-高频融合包·运营效率高频VWAP压缩,对 运营效率高频VWAP 做 tanh 压缩，降低极值影响，提升稳健性。,fund_hf_fusion_tanh_fd_hf_efficiency_vwap = tanh(列(运营效率高频VWAP)),fund_hf_fusion tanh fd_hf_efficiency_vwap,False,fundamental
fund_hf_fusion_tanh_fd_hf_expectation_flow,D,Fundamental Packages,fund_hf_fusion,fund_hf_fusion,基本面-高频融合包·预期高频资金流压缩,对 预期高频资金流 做 tanh 压缩，降低极值影响，提升稳健性。,fund_hf_fusion_tanh_fd_hf_expectation_flow = tanh(列(预期高频资金流)),fund_hf_fusion tanh fd_hf_expectation_flow,False,fundamental
fund_hf_fusion_tanh_fd_hf_expectation_intraday,D,Fundamental Packages,fund_hf_fusion,fund_hf_fusion,基本面-高频融合包·预期高频日内压缩,对 预期高频日内 做 tanh 压缩，降低极值影响，提升稳健性。,fund_hf_fusion_tanh_fd_hf_expectation_intraday = tanh(列(预期高频日内)),fund_hf_fusion tanh fd_hf_expectation_intraday,False,fundamental
fund_hf_fusion_tanh_fd_hf_expectation_jump,D,Fundamental Packages,fund_hf_fusion,fund_hf_fusion,基本面-高频融合包·预期高频跳跃压缩,对 预期高频跳跃 做 tanh 压缩，降低极值影响，提升稳健性。,fund_hf_fusion_tanh_fd_hf_expectation_jump = tanh(列(预期高频跳跃)),fund_hf_fusion tanh fd_hf_expectation_jump,False,fundamental
fund_hf_fusion_tanh_fd_hf_expectation_sentiment,D,Fundamental Packages,fund_hf_fusion,fund_hf_fusion,基本面-高频融合包·预期高频情绪压缩,对 预期高频情绪 做 tanh 压缩，降低极值影响，提升稳健性。,fund_hf_fusion_tanh_fd_hf_expectation_sentiment = tanh(列(预期高频情绪)),fund_hf_fusion tanh fd_hf_expectation_sentiment,False,fundamental
fund_hf_fusion_tanh_fd_hf_expectation_vwap,D,Fundamental Packages,fund_hf_fusion,fund_hf_fusion,基本面-高频融合包·预期高频VWAP压缩,对 预期高频VWAP 做 tanh 压缩，降低极值影响，提升稳健性。,fund_hf_fusion_tanh_fd_hf_expectation_vwap = tanh(列(预期高频VWAP)),fund_hf_fusion tanh fd_hf_expectation_vwap,False,fundamental
fund_hf_fusion_tanh_fd_hf_fusion_disp,D,Fundamental Packages,fund_hf_fusion,fund_hf_fusion,基本面-高频融合包·融合高频离散度压缩,对 融合高频离散度 做 tanh 压缩，降低极值影响，提升稳健性。,fund_hf_fusion_tanh_fd_hf_fusion_disp = tanh(列(融合高频离散度)),fund_hf_fusion tanh fd_hf_fusion_disp,False,fundamental
fund_hf_fusion_tanh_fd_hf_fusion_score,D,Fundamental Packages,fund_hf_fusion,fund_hf_fusion,基本面-高频融合包·融合高频评分压缩,对 融合高频评分 做 tanh 压缩，降低极值影响，提升稳健性。,fund_hf_fusion_tanh_fd_hf_fusion_score = tanh(列(融合高频评分)),fund_hf_fusion tanh fd_hf_fusion_score,False,fundamental
fund_hf_fusion_tanh_fd_hf_growth_flow,D,Fundamental Packages,fund_hf_fusion,fund_hf_fusion,基本面-高频融合包·成长高频资金流压缩,对 成长高频资金流 做 tanh 压缩，降低极值影响，提升稳健性。,fund_hf_fusion_tanh_fd_hf_growth_flow = tanh(列(成长高频资金流)),fund_hf_fusion tanh fd_hf_growth_flow,False,fundamental
fund_hf_fusion_tanh_fd_hf_growth_intraday,D,Fundamental Packages,fund_hf_fusion,fund_hf_fusion,基本面-高频融合包·成长高频日内压缩,对 成长高频日内 做 tanh 压缩，降低极值影响，提升稳健性。,fund_hf_fusion_tanh_fd_hf_growth_intraday = tanh(列(成长高频日内)),fund_hf_fusion tanh fd_hf_growth_intraday,False,fundamental
fund_hf_fusion_tanh_fd_hf_growth_jump,D,Fundamental Packages,fund_hf_fusion,fund_hf_fusion,基本面-高频融合包·成长高频跳跃压缩,对 成长高频跳跃 做 tanh 压缩，降低极值影响，提升稳健性。,fund_hf_fusion_tanh_fd_hf_growth_jump = tanh(列(成长高频跳跃)),fund_hf_fusion tanh fd_hf_growth_jump,False,fundamental
