factor,freq,category,description
hf_60min_to_M_mean_ret_vol_corr_20,M,auto_panel,auto passthrough: hf_60min_to_M_mean_ret_vol_corr_20
hf_60min_to_M_mean_rv_12,M,auto_panel,auto passthrough: hf_60min_to_M_mean_rv_12
hf_60min_to_M_mean_vol_chg_1,M,auto_panel,auto passthrough: hf_60min_to_M_mean_vol_chg_1
hf_60min_to_M_mean_volume,M,auto_panel,auto passthrough: hf_60min_to_M_mean_volume
hf_60min_to_M_std_amihud_20,M,auto_panel,auto passthrough: hf_60min_to_M_std_amihud_20
hf_60min_to_M_std_amount,M,auto_panel,auto passthrough: hf_60min_to_M_std_amount
hf_60min_to_M_std_amount_ratio_12,M,auto_panel,auto passthrough: hf_60min_to_M_std_amount_ratio_12
hf_60min_to_M_std_close,M,auto_panel,auto passthrough: hf_60min_to_M_std_close
hf_60min_to_M_std_close_to_vwap_day,M,auto_panel,auto passthrough: hf_60min_to_M_std_close_to_vwap_day
hf_60min_to_M_std_crowding_proxy_raw,M,auto_panel,auto passthrough: hf_60min_to_M_std_crowding_proxy_raw
hf_60min_to_M_std_high,M,auto_panel,auto passthrough: hf_60min_to_M_std_high
hf_60min_to_M_std_last30_momentum,M,auto_panel,auto passthrough: hf_60min_to_M_std_last30_momentum
hf_60min_to_M_std_low,M,auto_panel,auto passthrough: hf_60min_to_M_std_low
hf_60min_to_M_std_ma_gap_12,M,auto_panel,auto passthrough: hf_60min_to_M_std_ma_gap_12
hf_60min_to_M_std_ma_gap_6,M,auto_panel,auto passthrough: hf_60min_to_M_std_ma_gap_6
hf_60min_to_M_std_morning_momentum_30m,M,auto_panel,auto passthrough: hf_60min_to_M_std_morning_momentum_30m
hf_60min_to_M_std_open,M,auto_panel,auto passthrough: hf_60min_to_M_std_open
hf_60min_to_M_std_range_norm,M,auto_panel,auto passthrough: hf_60min_to_M_std_range_norm
hf_60min_to_M_std_realized_vol_20,M,auto_panel,auto passthrough: hf_60min_to_M_std_realized_vol_20
hf_60min_to_M_std_ret_1,M,auto_panel,auto passthrough: hf_60min_to_M_std_ret_1
hf_60min_to_M_std_ret_12,M,auto_panel,auto passthrough: hf_60min_to_M_std_ret_12
hf_60min_to_M_std_ret_1d,M,auto_panel,auto passthrough: hf_60min_to_M_std_ret_1d
hf_60min_to_M_std_ret_20d,M,auto_panel,auto passthrough: hf_60min_to_M_std_ret_20d
hf_60min_to_M_std_ret_3,M,auto_panel,auto passthrough: hf_60min_to_M_std_ret_3
hf_60min_to_M_std_ret_5d,M,auto_panel,auto passthrough: hf_60min_to_M_std_ret_5d
hf_60min_to_M_std_ret_6,M,auto_panel,auto passthrough: hf_60min_to_M_std_ret_6
hf_60min_to_M_std_ret_vol_corr_20,M,auto_panel,auto passthrough: hf_60min_to_M_std_ret_vol_corr_20
hf_60min_to_M_std_rv_12,M,auto_panel,auto passthrough: hf_60min_to_M_std_rv_12
hf_60min_to_M_std_vol_chg_1,M,auto_panel,auto passthrough: hf_60min_to_M_std_vol_chg_1
hf_60min_to_M_std_volume,M,auto_panel,auto passthrough: hf_60min_to_M_std_volume
hf_D_to_M_last_amihud_20,M,auto_panel,auto passthrough: hf_D_to_M_last_amihud_20
hf_D_to_M_last_amount,M,auto_panel,auto passthrough: hf_D_to_M_last_amount
hf_D_to_M_last_close,M,auto_panel,auto passthrough: hf_D_to_M_last_close
hf_D_to_M_last_close_to_vwap_day,M,auto_panel,auto passthrough: hf_D_to_M_last_close_to_vwap_day
hf_D_to_M_last_crowding_proxy_raw,M,auto_panel,auto passthrough: hf_D_to_M_last_crowding_proxy_raw
hf_D_to_M_last_high,M,auto_panel,auto passthrough: hf_D_to_M_last_high
hf_D_to_M_last_last30_momentum,M,auto_panel,auto passthrough: hf_D_to_M_last_last30_momentum
hf_D_to_M_last_low,M,auto_panel,auto passthrough: hf_D_to_M_last_low
hf_D_to_M_last_morning_momentum_30m,M,auto_panel,auto passthrough: hf_D_to_M_last_morning_momentum_30m
hf_D_to_M_last_open,M,auto_panel,auto passthrough: hf_D_to_M_last_open
hf_D_to_M_last_realized_vol_20,M,auto_panel,auto passthrough: hf_D_to_M_last_realized_vol_20
hf_D_to_M_last_ret_1d,M,auto_panel,auto passthrough: hf_D_to_M_last_ret_1d
hf_D_to_M_last_ret_20d,M,auto_panel,auto passthrough: hf_D_to_M_last_ret_20d
hf_D_to_M_last_ret_5d,M,auto_panel,auto passthrough: hf_D_to_M_last_ret_5d
hf_D_to_M_last_ret_vol_corr_20,M,auto_panel,auto passthrough: hf_D_to_M_last_ret_vol_corr_20
hf_D_to_M_last_volume,M,auto_panel,auto passthrough: hf_D_to_M_last_volume
hf_D_to_M_mean_amihud_20,M,auto_panel,auto passthrough: hf_D_to_M_mean_amihud_20
hf_D_to_M_mean_amount,M,auto_panel,auto passthrough: hf_D_to_M_mean_amount
hf_D_to_M_mean_close,M,auto_panel,auto passthrough: hf_D_to_M_mean_close
hf_D_to_M_mean_close_to_vwap_day,M,auto_panel,auto passthrough: hf_D_to_M_mean_close_to_vwap_day
hf_D_to_M_mean_crowding_proxy_raw,M,auto_panel,auto passthrough: hf_D_to_M_mean_crowding_proxy_raw
hf_D_to_M_mean_high,M,auto_panel,auto passthrough: hf_D_to_M_mean_high
hf_D_to_M_mean_last30_momentum,M,auto_panel,auto passthrough: hf_D_to_M_mean_last30_momentum
hf_D_to_M_mean_low,M,auto_panel,auto passthrough: hf_D_to_M_mean_low
hf_D_to_M_mean_morning_momentum_30m,M,auto_panel,auto passthrough: hf_D_to_M_mean_morning_momentum_30m
hf_D_to_M_mean_open,M,auto_panel,auto passthrough: hf_D_to_M_mean_open
hf_D_to_M_mean_realized_vol_20,M,auto_panel,auto passthrough: hf_D_to_M_mean_realized_vol_20
hf_D_to_M_mean_ret_1d,M,auto_panel,auto passthrough: hf_D_to_M_mean_ret_1d
hf_D_to_M_mean_ret_20d,M,auto_panel,auto passthrough: hf_D_to_M_mean_ret_20d
hf_D_to_M_mean_ret_5d,M,auto_panel,auto passthrough: hf_D_to_M_mean_ret_5d
hf_D_to_M_mean_ret_vol_corr_20,M,auto_panel,auto passthrough: hf_D_to_M_mean_ret_vol_corr_20
hf_D_to_M_mean_volume,M,auto_panel,auto passthrough: hf_D_to_M_mean_volume
hf_D_to_M_std_amihud_20,M,auto_panel,auto passthrough: hf_D_to_M_std_amihud_20
hf_D_to_M_std_amount,M,auto_panel,auto passthrough: hf_D_to_M_std_amount
hf_D_to_M_std_close,M,auto_panel,auto passthrough: hf_D_to_M_std_close
hf_D_to_M_std_close_to_vwap_day,M,auto_panel,auto passthrough: hf_D_to_M_std_close_to_vwap_day
hf_D_to_M_std_crowding_proxy_raw,M,auto_panel,auto passthrough: hf_D_to_M_std_crowding_proxy_raw
hf_D_to_M_std_high,M,auto_panel,auto passthrough: hf_D_to_M_std_high
hf_D_to_M_std_last30_momentum,M,auto_panel,auto passthrough: hf_D_to_M_std_last30_momentum
hf_D_to_M_std_low,M,auto_panel,auto passthrough: hf_D_to_M_std_low
hf_D_to_M_std_morning_momentum_30m,M,auto_panel,auto passthrough: hf_D_to_M_std_morning_momentum_30m
hf_D_to_M_std_open,M,auto_panel,auto passthrough: hf_D_to_M_std_open
hf_D_to_M_std_realized_vol_20,M,auto_panel,auto passthrough: hf_D_to_M_std_realized_vol_20
hf_D_to_M_std_ret_1d,M,auto_panel,auto passthrough: hf_D_to_M_std_ret_1d
hf_D_to_M_std_ret_20d,M,auto_panel,auto passthrough: hf_D_to_M_std_ret_20d
hf_D_to_M_std_ret_5d,M,auto_panel,auto passthrough: hf_D_to_M_std_ret_5d
hf_D_to_M_std_ret_vol_corr_20,M,auto_panel,auto passthrough: hf_D_to_M_std_ret_vol_corr_20
hf_D_to_M_std_volume,M,auto_panel,auto passthrough: hf_D_to_M_std_volume
hf_W_to_M_last_amihud_20,M,auto_panel,auto passthrough: hf_W_to_M_last_amihud_20
hf_W_to_M_last_amount,M,auto_panel,auto passthrough: hf_W_to_M_last_amount
hf_W_to_M_last_amount_ratio_12,M,auto_panel,auto passthrough: hf_W_to_M_last_amount_ratio_12
hf_W_to_M_last_close,M,auto_panel,auto passthrough: hf_W_to_M_last_close
hf_W_to_M_last_close_to_vwap_day,M,auto_panel,auto passthrough: hf_W_to_M_last_close_to_vwap_day
hf_W_to_M_last_crowding_proxy_raw,M,auto_panel,auto passthrough: hf_W_to_M_last_crowding_proxy_raw
hf_W_to_M_last_high,M,auto_panel,auto passthrough: hf_W_to_M_last_high
hf_W_to_M_last_last30_momentum,M,auto_panel,auto passthrough: hf_W_to_M_last_last30_momentum
hf_W_to_M_last_low,M,auto_panel,auto passthrough: hf_W_to_M_last_low
hf_W_to_M_last_ma_gap_12,M,auto_panel,auto passthrough: hf_W_to_M_last_ma_gap_12
hf_W_to_M_last_ma_gap_6,M,auto_panel,auto passthrough: hf_W_to_M_last_ma_gap_6
hf_W_to_M_last_morning_momentum_30m,M,auto_panel,auto passthrough: hf_W_to_M_last_morning_momentum_30m
hf_W_to_M_last_open,M,auto_panel,auto passthrough: hf_W_to_M_last_open
hf_W_to_M_last_range_norm,M,auto_panel,auto passthrough: hf_W_to_M_last_range_norm
hf_W_to_M_last_realized_vol_20,M,auto_panel,auto passthrough: hf_W_to_M_last_realized_vol_20
hf_W_to_M_last_ret_1,M,auto_panel,auto passthrough: hf_W_to_M_last_ret_1
hf_W_to_M_last_ret_12,M,auto_panel,auto passthrough: hf_W_to_M_last_ret_12
hf_W_to_M_last_ret_1d,M,auto_panel,auto passthrough: hf_W_to_M_last_ret_1d
hf_W_to_M_last_ret_20d,M,auto_panel,auto passthrough: hf_W_to_M_last_ret_20d
hf_W_to_M_last_ret_3,M,auto_panel,auto passthrough: hf_W_to_M_last_ret_3
hf_W_to_M_last_ret_5d,M,auto_panel,auto passthrough: hf_W_to_M_last_ret_5d
hf_W_to_M_last_ret_6,M,auto_panel,auto passthrough: hf_W_to_M_last_ret_6
hf_W_to_M_last_ret_vol_corr_20,M,auto_panel,auto passthrough: hf_W_to_M_last_ret_vol_corr_20
hf_W_to_M_last_rv_12,M,auto_panel,auto passthrough: hf_W_to_M_last_rv_12
hf_W_to_M_last_vol_chg_1,M,auto_panel,auto passthrough: hf_W_to_M_last_vol_chg_1
hf_W_to_M_last_volume,M,auto_panel,auto passthrough: hf_W_to_M_last_volume
hf_W_to_M_mean_amihud_20,M,auto_panel,auto passthrough: hf_W_to_M_mean_amihud_20
hf_W_to_M_mean_amount,M,auto_panel,auto passthrough: hf_W_to_M_mean_amount
hf_W_to_M_mean_amount_ratio_12,M,auto_panel,auto passthrough: hf_W_to_M_mean_amount_ratio_12
hf_W_to_M_mean_close,M,auto_panel,auto passthrough: hf_W_to_M_mean_close
hf_W_to_M_mean_close_to_vwap_day,M,auto_panel,auto passthrough: hf_W_to_M_mean_close_to_vwap_day
hf_W_to_M_mean_crowding_proxy_raw,M,auto_panel,auto passthrough: hf_W_to_M_mean_crowding_proxy_raw
hf_W_to_M_mean_high,M,auto_panel,auto passthrough: hf_W_to_M_mean_high
hf_W_to_M_mean_last30_momentum,M,auto_panel,auto passthrough: hf_W_to_M_mean_last30_momentum
hf_W_to_M_mean_low,M,auto_panel,auto passthrough: hf_W_to_M_mean_low
hf_W_to_M_mean_ma_gap_12,M,auto_panel,auto passthrough: hf_W_to_M_mean_ma_gap_12
hf_W_to_M_mean_ma_gap_6,M,auto_panel,auto passthrough: hf_W_to_M_mean_ma_gap_6
hf_W_to_M_mean_morning_momentum_30m,M,auto_panel,auto passthrough: hf_W_to_M_mean_morning_momentum_30m
hf_W_to_M_mean_open,M,auto_panel,auto passthrough: hf_W_to_M_mean_open
hf_W_to_M_mean_range_norm,M,auto_panel,auto passthrough: hf_W_to_M_mean_range_norm
hf_W_to_M_mean_realized_vol_20,M,auto_panel,auto passthrough: hf_W_to_M_mean_realized_vol_20
hf_W_to_M_mean_ret_1,M,auto_panel,auto passthrough: hf_W_to_M_mean_ret_1
hf_W_to_M_mean_ret_12,M,auto_panel,auto passthrough: hf_W_to_M_mean_ret_12
hf_W_to_M_mean_ret_1d,M,auto_panel,auto passthrough: hf_W_to_M_mean_ret_1d
hf_W_to_M_mean_ret_20d,M,auto_panel,auto passthrough: hf_W_to_M_mean_ret_20d
hf_W_to_M_mean_ret_3,M,auto_panel,auto passthrough: hf_W_to_M_mean_ret_3
hf_W_to_M_mean_ret_5d,M,auto_panel,auto passthrough: hf_W_to_M_mean_ret_5d
hf_W_to_M_mean_ret_6,M,auto_panel,auto passthrough: hf_W_to_M_mean_ret_6
hf_W_to_M_mean_ret_vol_corr_20,M,auto_panel,auto passthrough: hf_W_to_M_mean_ret_vol_corr_20
hf_W_to_M_mean_rv_12,M,auto_panel,auto passthrough: hf_W_to_M_mean_rv_12
hf_W_to_M_mean_vol_chg_1,M,auto_panel,auto passthrough: hf_W_to_M_mean_vol_chg_1
hf_W_to_M_mean_volume,M,auto_panel,auto passthrough: hf_W_to_M_mean_volume
hf_W_to_M_std_amihud_20,M,auto_panel,auto passthrough: hf_W_to_M_std_amihud_20
hf_W_to_M_std_amount,M,auto_panel,auto passthrough: hf_W_to_M_std_amount
hf_W_to_M_std_amount_ratio_12,M,auto_panel,auto passthrough: hf_W_to_M_std_amount_ratio_12
hf_W_to_M_std_close,M,auto_panel,auto passthrough: hf_W_to_M_std_close
hf_W_to_M_std_close_to_vwap_day,M,auto_panel,auto passthrough: hf_W_to_M_std_close_to_vwap_day
hf_W_to_M_std_crowding_proxy_raw,M,auto_panel,auto passthrough: hf_W_to_M_std_crowding_proxy_raw
hf_W_to_M_std_high,M,auto_panel,auto passthrough: hf_W_to_M_std_high
hf_W_to_M_std_last30_momentum,M,auto_panel,auto passthrough: hf_W_to_M_std_last30_momentum
hf_W_to_M_std_low,M,auto_panel,auto passthrough: hf_W_to_M_std_low
hf_W_to_M_std_ma_gap_12,M,auto_panel,auto passthrough: hf_W_to_M_std_ma_gap_12
hf_W_to_M_std_ma_gap_6,M,auto_panel,auto passthrough: hf_W_to_M_std_ma_gap_6
hf_W_to_M_std_morning_momentum_30m,M,auto_panel,auto passthrough: hf_W_to_M_std_morning_momentum_30m
hf_W_to_M_std_open,M,auto_panel,auto passthrough: hf_W_to_M_std_open
hf_W_to_M_std_range_norm,M,auto_panel,auto passthrough: hf_W_to_M_std_range_norm
hf_W_to_M_std_realized_vol_20,M,auto_panel,auto passthrough: hf_W_to_M_std_realized_vol_20
hf_W_to_M_std_ret_1,M,auto_panel,auto passthrough: hf_W_to_M_std_ret_1
hf_W_to_M_std_ret_12,M,auto_panel,auto passthrough: hf_W_to_M_std_ret_12
hf_W_to_M_std_ret_1d,M,auto_panel,auto passthrough: hf_W_to_M_std_ret_1d
hf_W_to_M_std_ret_20d,M,auto_panel,auto passthrough: hf_W_to_M_std_ret_20d
hf_W_to_M_std_ret_3,M,auto_panel,auto passthrough: hf_W_to_M_std_ret_3
hf_W_to_M_std_ret_5d,M,auto_panel,auto passthrough: hf_W_to_M_std_ret_5d
hf_W_to_M_std_ret_6,M,auto_panel,auto passthrough: hf_W_to_M_std_ret_6
hf_W_to_M_std_ret_vol_corr_20,M,auto_panel,auto passthrough: hf_W_to_M_std_ret_vol_corr_20
hf_W_to_M_std_rv_12,M,auto_panel,auto passthrough: hf_W_to_M_std_rv_12
hf_W_to_M_std_vol_chg_1,M,auto_panel,auto passthrough: hf_W_to_M_std_vol_chg_1
hf_W_to_M_std_volume,M,auto_panel,auto passthrough: hf_W_to_M_std_volume
hf_close_dispersion,M,multi_freq,W->M close dispersion
hf_close_vs_mean,M,multi_freq,W->M last close vs mean close
hf_crowding_unwind,M,multi_freq,W->M crowding unwind
hf_fast_slow_liquidity_diff,M,multi_freq,"fast=D, slow=W, target=M: liquidity pulse difference"
hf_fast_slow_noise_diff,M,multi_freq,"fast=D, slow=W, target=M: slow-noise minus fast-noise"
hf_fast_slow_trend_diff,M,multi_freq,"fast=D, slow=W, target=M: trend difference"
hf_hilo_spread,M,multi_freq,W->M high-low spread
hf_liquidity_pulse,M,multi_freq,W->M liquidity pulse
hf_liquidity_trend_sync,M,multi_freq,W->M liquidity pulse * trend
hf_micro_regime_shift,M,multi_freq,W->M medium-short noise spread
hf_noise_to_signal,M,multi_freq,W->M return noise-to-signal
hf_trend_carry,M,multi_freq,W->M trend carry
hf_vol_compression,M,multi_freq,W->M volatility compression
high,M,auto_panel,auto passthrough: high
jump_ratio_5m,M,auto_panel,auto passthrough: jump_ratio_5m
last30_momentum,M,auto_panel,auto passthrough: last30_momentum
liquidity_stress,M,liquidity,-rv12*|amount_ratio-1|
low,M,auto_panel,auto passthrough: low
ma_12,M,auto_panel,auto passthrough: ma_12
ma_6,M,auto_panel,auto passthrough: ma_6
ma_cross_5_20,M,auto_panel,auto passthrough: ma_cross_5_20
ma_gap_10,M,auto_panel,auto passthrough: ma_gap_10
ma_gap_12,M,trend,close/ma12 - 1
ma_gap_20,M,auto_panel,auto passthrough: ma_gap_20
ma_gap_5,M,auto_panel,auto passthrough: ma_gap_5
ma_gap_6,M,trend,close/ma6 - 1
minute_ret_kurt_5m,M,auto_panel,auto passthrough: minute_ret_kurt_5m
minute_ret_skew_5m,M,auto_panel,auto passthrough: minute_ret_skew_5m
minute_up_ratio_5m,M,auto_panel,auto passthrough: minute_up_ratio_5m
momentum_quality_12,M,trend,ret12 adjusted by rv12
morning_momentum_30m,M,auto_panel,auto passthrough: morning_momentum_30m
ms_120min_vs_D_close,M,multiscale,120min vs D close deviation
ms_120min_vs_D_liq,M,multiscale,120min vs D liquidity
ms_120min_vs_D_noise,M,multiscale,120min vs D noise
ms_120min_vs_D_trend,M,multiscale,120min vs D trend
ms_120min_vs_W_close,M,multiscale,120min vs W close deviation
ms_120min_vs_W_liq,M,multiscale,120min vs W liquidity
ms_120min_vs_W_noise,M,multiscale,120min vs W noise
ms_120min_vs_W_trend,M,multiscale,120min vs W trend
ms_15min_vs_120min_close,M,multiscale,15min vs 120min close deviation
ms_15min_vs_120min_liq,M,multiscale,15min vs 120min liquidity
ms_15min_vs_120min_noise,M,multiscale,15min vs 120min noise
ms_15min_vs_120min_trend,M,multiscale,15min vs 120min trend
ms_15min_vs_30min_close,M,multiscale,15min vs 30min close deviation
ms_15min_vs_30min_liq,M,multiscale,15min vs 30min liquidity
ms_15min_vs_30min_noise,M,multiscale,15min vs 30min noise
ms_15min_vs_30min_trend,M,multiscale,15min vs 30min trend
ms_15min_vs_60min_close,M,multiscale,15min vs 60min close deviation
ms_15min_vs_60min_liq,M,multiscale,15min vs 60min liquidity
ms_15min_vs_60min_noise,M,multiscale,15min vs 60min noise
ms_15min_vs_60min_trend,M,multiscale,15min vs 60min trend
ms_15min_vs_D_close,M,multiscale,15min vs D close deviation
ms_15min_vs_D_liq,M,multiscale,15min vs D liquidity
ms_15min_vs_D_noise,M,multiscale,15min vs D noise
ms_15min_vs_D_trend,M,multiscale,15min vs D trend
ms_15min_vs_W_close,M,multiscale,15min vs W close deviation
ms_15min_vs_W_liq,M,multiscale,15min vs W liquidity
ms_15min_vs_W_noise,M,multiscale,15min vs W noise
ms_15min_vs_W_trend,M,multiscale,15min vs W trend
ms_30min_vs_120min_close,M,multiscale,30min vs 120min close deviation
ms_30min_vs_120min_liq,M,multiscale,30min vs 120min liquidity
ms_30min_vs_120min_noise,M,multiscale,30min vs 120min noise
ms_30min_vs_120min_trend,M,multiscale,30min vs 120min trend
ms_30min_vs_60min_close,M,multiscale,30min vs 60min close deviation
ms_30min_vs_60min_liq,M,multiscale,30min vs 60min liquidity
ms_30min_vs_60min_noise,M,multiscale,30min vs 60min noise
ms_30min_vs_60min_trend,M,multiscale,30min vs 60min trend
ms_30min_vs_D_close,M,multiscale,30min vs D close deviation
ms_30min_vs_D_liq,M,multiscale,30min vs D liquidity
ms_30min_vs_D_noise,M,multiscale,30min vs D noise
ms_30min_vs_D_trend,M,multiscale,30min vs D trend
ms_30min_vs_W_close,M,multiscale,30min vs W close deviation
ms_30min_vs_W_liq,M,multiscale,30min vs W liquidity
ms_30min_vs_W_noise,M,multiscale,30min vs W noise
ms_30min_vs_W_trend,M,multiscale,30min vs W trend
ms_5min_vs_120min_close,M,multiscale,5min vs 120min close deviation
ms_5min_vs_120min_liq,M,multiscale,5min vs 120min liquidity
ms_5min_vs_120min_noise,M,multiscale,5min vs 120min noise
ms_5min_vs_120min_trend,M,multiscale,5min vs 120min trend
ms_5min_vs_15min_close,M,multiscale,5min vs 15min close deviation
ms_5min_vs_15min_liq,M,multiscale,5min vs 15min liquidity
ms_5min_vs_15min_noise,M,multiscale,5min vs 15min noise
ms_5min_vs_15min_trend,M,multiscale,5min vs 15min trend
ms_5min_vs_30min_close,M,multiscale,5min vs 30min close deviation
ms_5min_vs_30min_liq,M,multiscale,5min vs 30min liquidity
ms_5min_vs_30min_noise,M,multiscale,5min vs 30min noise
ms_5min_vs_30min_trend,M,multiscale,5min vs 30min trend
ms_5min_vs_60min_close,M,multiscale,5min vs 60min close deviation
ms_5min_vs_60min_liq,M,multiscale,5min vs 60min liquidity
ms_5min_vs_60min_noise,M,multiscale,5min vs 60min noise
ms_5min_vs_60min_trend,M,multiscale,5min vs 60min trend
ms_5min_vs_D_close,M,multiscale,5min vs D close deviation
ms_5min_vs_D_liq,M,multiscale,5min vs D liquidity
ms_5min_vs_D_noise,M,multiscale,5min vs D noise
ms_5min_vs_D_trend,M,multiscale,5min vs D trend
ms_5min_vs_W_close,M,multiscale,5min vs W close deviation
ms_5min_vs_W_liq,M,multiscale,5min vs W liquidity
ms_5min_vs_W_noise,M,multiscale,5min vs W noise
ms_5min_vs_W_trend,M,multiscale,5min vs W trend
ms_60min_vs_120min_close,M,multiscale,60min vs 120min close deviation
ms_60min_vs_120min_liq,M,multiscale,60min vs 120min liquidity
ms_60min_vs_120min_noise,M,multiscale,60min vs 120min noise
ms_60min_vs_120min_trend,M,multiscale,60min vs 120min trend
ms_60min_vs_D_close,M,multiscale,60min vs D close deviation
ms_60min_vs_D_liq,M,multiscale,60min vs D liquidity
ms_60min_vs_D_noise,M,multiscale,60min vs D noise
ms_60min_vs_D_trend,M,multiscale,60min vs D trend
ms_60min_vs_W_close,M,multiscale,60min vs W close deviation
ms_60min_vs_W_liq,M,multiscale,60min vs W liquidity
ms_60min_vs_W_noise,M,multiscale,60min vs W noise
ms_60min_vs_W_trend,M,multiscale,60min vs W trend
ms_D_vs_W_close,M,multiscale,D vs W close deviation
ms_D_vs_W_liq,M,multiscale,D vs W liquidity
ms_D_vs_W_noise,M,multiscale,D vs W noise
ms_D_vs_W_trend,M,multiscale,D vs W trend
open,M,auto_panel,auto passthrough: open
open_to_close_intraday,M,auto_panel,auto passthrough: open_to_close_intraday
period_breakout_decay,M,period_signature,ma_gap6-ma_gap12
period_downside_guard,M,period_signature,-rv12*|range|
period_liquidity_cycle,M,period_signature,context liquidity * amount ratio
period_macro_rotation,M,period_signature,context trend minus ret3
period_micro_macro_resonance,M,period_signature,intraday mood + ret6*scale
period_trend_vol_balance,M,period_signature,ret12/(rv12+|ma_gap12|)
px_daily_close,M,auto_panel,auto passthrough: px_daily_close
px_open5,M,auto_panel,auto passthrough: px_open5
px_twap_last30,M,auto_panel,auto passthrough: px_twap_last30
px_vwap30,M,auto_panel,auto passthrough: px_vwap30
range_break_signal,M,price_action,ma_gap6/range
range_norm,M,volatility,range norm negative
realized_vol_20,M,auto_panel,auto passthrough: realized_vol_20
ret_1,M,trend,1-bar return
ret_10d,M,auto_panel,auto passthrough: ret_10d
ret_12,M,trend,12-bar return
ret_1d,M,auto_panel,auto passthrough: ret_1d
ret_20d,M,auto_panel,auto passthrough: ret_20d
ret_3,M,trend,3-bar return
ret_3d,M,auto_panel,auto passthrough: ret_3d
ret_5d,M,auto_panel,auto passthrough: ret_5d
ret_6,M,trend,6-bar return
ret_accel_3_12,M,trend,ret3-ret12 acceleration
ret_curve_312,M,trend,0.6*ret3+0.4*ret6-ret12
ret_spread_1_6,M,trend,ret1-ret6 spread
ret_vol_corr_20,M,auto_panel,auto passthrough: ret_vol_corr_20
reversal_pressure_1,M,reversal,ret1 reversal with amount
rv_12,M,volatility,12-bar rv negative
signed_vol_imbalance_5m,M,auto_panel,auto passthrough: signed_vol_imbalance_5m
text_attention_diff_txt_attention_20__txt_attention_shock,M,text_attention,text_attention diff txt_attention_20-txt_attention_shock
text_attention_diff_txt_attention_20__txt_count_20,M,text_attention,text_attention diff txt_attention_20-txt_count_20
text_attention_diff_txt_attention_20__txt_count_5,M,text_attention,text_attention diff txt_attention_20-txt_count_5
text_attention_diff_txt_attention_5__txt_attention_20,M,text_attention,text_attention diff txt_attention_5-txt_attention_20
text_attention_diff_txt_attention_5__txt_attention_shock,M,text_attention,text_attention diff txt_attention_5-txt_attention_shock
