factor,freq,category,description
text_attention_rel_txt_attention_shock_to_txt_event_count,D,text_attention,text_attention rel txt_attention_shock to txt_event_count
text_attention_rel_txt_attention_shock_to_txt_source_coverage,D,text_attention,text_attention rel txt_attention_shock to txt_source_coverage
text_attention_rel_txt_count_20_to_txt_attention_mean,D,text_attention,text_attention rel txt_count_20 to txt_attention_mean
text_attention_rel_txt_count_20_to_txt_event_count,D,text_attention,text_attention rel txt_count_20 to txt_event_count
text_attention_rel_txt_count_20_to_txt_source_coverage,D,text_attention,text_attention rel txt_count_20 to txt_source_coverage
text_attention_rel_txt_count_5_to_txt_attention_mean,D,text_attention,text_attention rel txt_count_5 to txt_attention_mean
text_attention_rel_txt_count_5_to_txt_event_count,D,text_attention,text_attention rel txt_count_5 to txt_event_count
text_attention_rel_txt_count_5_to_txt_source_coverage,D,text_attention,text_attention rel txt_count_5 to txt_source_coverage
text_attention_rel_txt_em_report_burst_to_txt_attention_mean,D,text_attention,text_attention rel txt_em_report_burst to txt_attention_mean
text_attention_rel_txt_em_report_burst_to_txt_event_count,D,text_attention,text_attention rel txt_em_report_burst to txt_event_count
text_attention_rel_txt_em_report_burst_to_txt_source_coverage,D,text_attention,text_attention rel txt_em_report_burst to txt_source_coverage
text_attention_rel_txt_event_count_to_txt_attention_mean,D,text_attention,text_attention rel txt_event_count to txt_attention_mean
text_attention_rel_txt_event_count_to_txt_source_coverage,D,text_attention,text_attention rel txt_event_count to txt_source_coverage
text_attention_rel_txt_iwencai_burst_to_txt_attention_mean,D,text_attention,text_attention rel txt_iwencai_burst to txt_attention_mean
text_attention_rel_txt_iwencai_burst_to_txt_event_count,D,text_attention,text_attention rel txt_iwencai_burst to txt_event_count
text_attention_rel_txt_iwencai_burst_to_txt_source_coverage,D,text_attention,text_attention rel txt_iwencai_burst to txt_source_coverage
text_attention_rel_txt_news_burst_to_txt_attention_mean,D,text_attention,text_attention rel txt_news_burst to txt_attention_mean
text_attention_rel_txt_news_burst_to_txt_event_count,D,text_attention,text_attention rel txt_news_burst to txt_event_count
text_attention_rel_txt_news_burst_to_txt_source_coverage,D,text_attention,text_attention rel txt_news_burst to txt_source_coverage
text_attention_rel_txt_notice_burst_to_txt_attention_mean,D,text_attention,text_attention rel txt_notice_burst to txt_attention_mean
text_attention_rel_txt_notice_burst_to_txt_event_count,D,text_attention,text_attention rel txt_notice_burst to txt_event_count
text_attention_rel_txt_notice_burst_to_txt_source_coverage,D,text_attention,text_attention rel txt_notice_burst to txt_source_coverage
text_attention_rel_txt_source_coverage_to_txt_attention_mean,D,text_attention,text_attention rel txt_source_coverage to txt_attention_mean
text_attention_rel_txt_source_coverage_to_txt_event_count,D,text_attention,text_attention rel txt_source_coverage to txt_event_count
text_attention_sym_txt_attention_20__txt_attention_shock,D,text_attention,"text_attention symmetric spread txt_attention_20,txt_attention_shock"
text_attention_sym_txt_attention_20__txt_count_20,D,text_attention,"text_attention symmetric spread txt_attention_20,txt_count_20"
text_attention_sym_txt_attention_20__txt_count_5,D,text_attention,"text_attention symmetric spread txt_attention_20,txt_count_5"
text_attention_sym_txt_attention_5__txt_attention_20,D,text_attention,"text_attention symmetric spread txt_attention_5,txt_attention_20"
text_attention_sym_txt_attention_5__txt_attention_shock,D,text_attention,"text_attention symmetric spread txt_attention_5,txt_attention_shock"
text_attention_sym_txt_attention_5__txt_count_20,D,text_attention,"text_attention symmetric spread txt_attention_5,txt_count_20"
text_attention_sym_txt_attention_5__txt_count_5,D,text_attention,"text_attention symmetric spread txt_attention_5,txt_count_5"
text_attention_sym_txt_attention_mean__txt_attention_20,D,text_attention,"text_attention symmetric spread txt_attention_mean,txt_attention_20"
text_attention_sym_txt_attention_mean__txt_attention_5,D,text_attention,"text_attention symmetric spread txt_attention_mean,txt_attention_5"
text_attention_sym_txt_attention_mean__txt_attention_shock,D,text_attention,"text_attention symmetric spread txt_attention_mean,txt_attention_shock"
text_attention_sym_txt_attention_mean__txt_count_20,D,text_attention,"text_attention symmetric spread txt_attention_mean,txt_count_20"
text_attention_sym_txt_attention_mean__txt_count_5,D,text_attention,"text_attention symmetric spread txt_attention_mean,txt_count_5"
text_attention_sym_txt_attention_shock__txt_count_20,D,text_attention,"text_attention symmetric spread txt_attention_shock,txt_count_20"
text_attention_sym_txt_attention_shock__txt_count_5,D,text_attention,"text_attention symmetric spread txt_attention_shock,txt_count_5"
text_attention_sym_txt_count_5__txt_count_20,D,text_attention,"text_attention symmetric spread txt_count_5,txt_count_20"
text_attention_sym_txt_event_count__txt_attention_20,D,text_attention,"text_attention symmetric spread txt_event_count,txt_attention_20"
