factor,factor_freq,factor_group,factor_package,start_time,end_time,obs_count,code_count,updated_at
text_topic_diff_txt_topic_risk_vs_earnings__txt_topic_policy_mna_mix,D,text,text_topic,2023-07-25 00:00:00,2025-12-19 00:00:00,8765,15,2026-04-23T20:23:05.953324+08:00
text_topic_lvl_txt_em_report_share,D,text,text_topic,2023-07-25 00:00:00,2025-12-19 00:00:00,8765,15,2026-04-23T20:23:05.956709+08:00
text_topic_lvl_txt_iwencai_share,D,text,text_topic,2023-07-25 00:00:00,2025-12-19 00:00:00,8765,15,2026-04-23T20:23:05.959418+08:00
text_topic_lvl_txt_news_share,D,text,text_topic,2023-07-25 00:00:00,2025-12-19 00:00:00,8765,15,2026-04-23T20:23:05.962688+08:00
text_topic_lvl_txt_notice_share,D,text,text_topic,2023-07-25 00:00:00,2025-12-19 00:00:00,8765,15,2026-04-23T20:23:05.965481+08:00
text_topic_lvl_txt_source_dispersion,D,text,text_topic,2023-07-25 00:00:00,2025-12-19 00:00:00,8765,15,2026-04-23T20:23:05.969445+08:00
text_topic_lvl_txt_topic_capital,D,text,text_topic,2023-07-25 00:00:00,2025-12-19 00:00:00,8765,15,2026-04-23T20:23:05.973794+08:00
text_topic_lvl_txt_topic_earnings,D,text,text_topic,2023-07-25 00:00:00,2025-12-19 00:00:00,8765,15,2026-04-23T20:23:05.977173+08:00
text_topic_lvl_txt_topic_mna,D,text,text_topic,2023-07-25 00:00:00,2025-12-19 00:00:00,8765,15,2026-04-23T20:23:05.980798+08:00
text_topic_lvl_txt_topic_operation,D,text,text_topic,2023-07-25 00:00:00,2025-12-19 00:00:00,8765,15,2026-04-23T20:23:05.983944+08:00
text_topic_lvl_txt_topic_policy,D,text,text_topic,2023-07-25 00:00:00,2025-12-19 00:00:00,8765,15,2026-04-23T20:23:05.987546+08:00
text_topic_lvl_txt_topic_policy_mna_mix,D,text,text_topic,2023-07-25 00:00:00,2025-12-19 00:00:00,8765,15,2026-04-23T20:23:05.990453+08:00
text_topic_lvl_txt_topic_risk,D,text,text_topic,2023-07-25 00:00:00,2025-12-19 00:00:00,8765,15,2026-04-23T20:23:05.993716+08:00
text_topic_lvl_txt_topic_risk_vs_earnings,D,text,text_topic,2023-07-25 00:00:00,2025-12-19 00:00:00,8765,15,2026-04-23T20:23:05.996961+08:00
text_topic_neg_txt_em_report_share,D,text,text_topic,2023-07-25 00:00:00,2025-12-19 00:00:00,8765,15,2026-04-23T20:23:05.999721+08:00
text_topic_neg_txt_iwencai_share,D,text,text_topic,2023-07-25 00:00:00,2025-12-19 00:00:00,8765,15,2026-04-23T20:23:06.002953+08:00
text_topic_neg_txt_news_share,D,text,text_topic,2023-07-25 00:00:00,2025-12-19 00:00:00,8765,15,2026-04-23T20:23:06.006186+08:00
text_topic_neg_txt_notice_share,D,text,text_topic,2023-07-25 00:00:00,2025-12-19 00:00:00,8765,15,2026-04-23T20:23:06.008902+08:00
text_topic_neg_txt_source_dispersion,D,text,text_topic,2023-07-25 00:00:00,2025-12-19 00:00:00,8765,15,2026-04-23T20:23:06.012142+08:00
text_topic_neg_txt_topic_capital,D,text,text_topic,2023-07-25 00:00:00,2025-12-19 00:00:00,8765,15,2026-04-23T20:23:06.014875+08:00
text_topic_neg_txt_topic_earnings,D,text,text_topic,2023-07-25 00:00:00,2025-12-19 00:00:00,8765,15,2026-04-23T20:23:06.018090+08:00
text_topic_neg_txt_topic_mna,D,text,text_topic,2023-07-25 00:00:00,2025-12-19 00:00:00,8765,15,2026-04-23T20:23:06.021257+08:00
text_topic_neg_txt_topic_operation,D,text,text_topic,2023-07-25 00:00:00,2025-12-19 00:00:00,8765,15,2026-04-23T20:23:06.024449+08:00
text_topic_neg_txt_topic_policy,D,text,text_topic,2023-07-25 00:00:00,2025-12-19 00:00:00,8765,15,2026-04-23T20:23:06.027135+08:00
text_topic_neg_txt_topic_policy_mna_mix,D,text,text_topic,2023-07-25 00:00:00,2025-12-19 00:00:00,8765,15,2026-04-23T20:23:06.030693+08:00
text_topic_neg_txt_topic_risk,D,text,text_topic,2023-07-25 00:00:00,2025-12-19 00:00:00,8765,15,2026-04-23T20:23:06.033460+08:00
text_topic_neg_txt_topic_risk_vs_earnings,D,text,text_topic,2023-07-25 00:00:00,2025-12-19 00:00:00,8765,15,2026-04-23T20:23:06.036584+08:00
text_topic_ratio_txt_topic_capital__txt_topic_policy_mna_mix,D,text,text_topic,2023-07-25 00:00:00,2025-12-19 00:00:00,8765,15,2026-04-23T20:23:06.040185+08:00
text_topic_ratio_txt_topic_capital__txt_topic_risk_vs_earnings,D,text,text_topic,2023-07-25 00:00:00,2025-12-19 00:00:00,8765,15,2026-04-23T20:23:06.042956+08:00
text_topic_ratio_txt_topic_earnings__txt_topic_capital,D,text,text_topic,2023-07-25 00:00:00,2025-12-19 00:00:00,8765,15,2026-04-23T20:23:06.046049+08:00
text_topic_ratio_txt_topic_earnings__txt_topic_mna,D,text,text_topic,2023-07-25 00:00:00,2025-12-19 00:00:00,8765,15,2026-04-23T20:23:06.049284+08:00
text_topic_ratio_txt_topic_earnings__txt_topic_operation,D,text,text_topic,2023-07-25 00:00:00,2025-12-19 00:00:00,8765,15,2026-04-23T20:23:06.051987+08:00
text_topic_ratio_txt_topic_earnings__txt_topic_policy,D,text,text_topic,2023-07-25 00:00:00,2025-12-19 00:00:00,8765,15,2026-04-23T20:23:06.055254+08:00
text_topic_ratio_txt_topic_earnings__txt_topic_policy_mna_mix,D,text,text_topic,2023-07-25 00:00:00,2025-12-19 00:00:00,8765,15,2026-04-23T20:23:06.058064+08:00
text_topic_ratio_txt_topic_earnings__txt_topic_risk,D,text,text_topic,2023-07-25 00:00:00,2025-12-19 00:00:00,8765,15,2026-04-23T20:23:08.742640+08:00
text_topic_ratio_txt_topic_earnings__txt_topic_risk_vs_earnings,D,text,text_topic,2023-07-25 00:00:00,2025-12-19 00:00:00,8765,15,2026-04-23T20:23:08.745543+08:00
text_topic_ratio_txt_topic_mna__txt_topic_capital,D,text,text_topic,2023-07-25 00:00:00,2025-12-19 00:00:00,8765,15,2026-04-23T20:23:08.748933+08:00
text_topic_ratio_txt_topic_mna__txt_topic_operation,D,text,text_topic,2023-07-25 00:00:00,2025-12-19 00:00:00,8765,15,2026-04-23T20:23:08.752197+08:00
text_topic_ratio_txt_topic_mna__txt_topic_policy_mna_mix,D,text,text_topic,2023-07-25 00:00:00,2025-12-19 00:00:00,8765,15,2026-04-23T20:23:08.754987+08:00
text_topic_ratio_txt_topic_mna__txt_topic_risk,D,text,text_topic,2023-07-25 00:00:00,2025-12-19 00:00:00,8765,15,2026-04-23T20:23:08.758417+08:00
text_topic_ratio_txt_topic_mna__txt_topic_risk_vs_earnings,D,text,text_topic,2023-07-25 00:00:00,2025-12-19 00:00:00,8765,15,2026-04-23T20:23:08.761408+08:00
text_topic_ratio_txt_topic_operation__txt_topic_capital,D,text,text_topic,2023-07-25 00:00:00,2025-12-19 00:00:00,8765,15,2026-04-23T20:23:08.765069+08:00
text_topic_ratio_txt_topic_operation__txt_topic_policy_mna_mix,D,text,text_topic,2023-07-25 00:00:00,2025-12-19 00:00:00,8765,15,2026-04-23T20:23:08.768146+08:00
text_topic_ratio_txt_topic_operation__txt_topic_risk_vs_earnings,D,text,text_topic,2023-07-25 00:00:00,2025-12-19 00:00:00,8765,15,2026-04-23T20:23:08.771048+08:00
text_topic_ratio_txt_topic_policy__txt_topic_capital,D,text,text_topic,2023-07-25 00:00:00,2025-12-19 00:00:00,8765,15,2026-04-23T20:23:08.774044+08:00
text_topic_ratio_txt_topic_policy__txt_topic_mna,D,text,text_topic,2023-07-25 00:00:00,2025-12-19 00:00:00,8765,15,2026-04-23T20:23:08.776952+08:00
text_topic_ratio_txt_topic_policy__txt_topic_operation,D,text,text_topic,2023-07-25 00:00:00,2025-12-19 00:00:00,8765,15,2026-04-23T20:23:08.780631+08:00
text_topic_ratio_txt_topic_policy__txt_topic_policy_mna_mix,D,text,text_topic,2023-07-25 00:00:00,2025-12-19 00:00:00,8765,15,2026-04-23T20:23:08.783675+08:00
text_topic_ratio_txt_topic_policy__txt_topic_risk,D,text,text_topic,2023-07-25 00:00:00,2025-12-19 00:00:00,8765,15,2026-04-23T20:23:08.786626+08:00
text_topic_ratio_txt_topic_policy__txt_topic_risk_vs_earnings,D,text,text_topic,2023-07-25 00:00:00,2025-12-19 00:00:00,8765,15,2026-04-23T20:23:08.789950+08:00
text_topic_ratio_txt_topic_risk__txt_topic_capital,D,text,text_topic,2023-07-25 00:00:00,2025-12-19 00:00:00,8765,15,2026-04-23T20:23:08.792820+08:00
text_topic_ratio_txt_topic_risk__txt_topic_operation,D,text,text_topic,2023-07-25 00:00:00,2025-12-19 00:00:00,8765,15,2026-04-23T20:23:08.796380+08:00
text_topic_ratio_txt_topic_risk__txt_topic_policy_mna_mix,D,text,text_topic,2023-07-25 00:00:00,2025-12-19 00:00:00,8765,15,2026-04-23T20:23:08.799137+08:00
text_topic_ratio_txt_topic_risk__txt_topic_risk_vs_earnings,D,text,text_topic,2023-07-25 00:00:00,2025-12-19 00:00:00,8765,15,2026-04-23T20:23:08.802438+08:00
text_topic_ratio_txt_topic_risk_vs_earnings__txt_topic_policy_mna_mix,D,text,text_topic,2023-07-25 00:00:00,2025-12-19 00:00:00,8765,15,2026-04-23T20:23:08.805700+08:00
text_topic_rel_txt_em_report_share_to_txt_topic_earnings,D,text,text_topic,2023-07-25 00:00:00,2025-12-19 00:00:00,8765,15,2026-04-23T20:23:08.808612+08:00
text_topic_rel_txt_em_report_share_to_txt_topic_mna,D,text,text_topic,2023-07-25 00:00:00,2025-12-19 00:00:00,8765,15,2026-04-23T20:23:08.811516+08:00
text_topic_rel_txt_em_report_share_to_txt_topic_policy,D,text,text_topic,2023-07-25 00:00:00,2025-12-19 00:00:00,8765,15,2026-04-23T20:23:08.814914+08:00
text_topic_rel_txt_iwencai_share_to_txt_topic_earnings,D,text,text_topic,2023-07-25 00:00:00,2025-12-19 00:00:00,8765,15,2026-04-23T20:23:08.817743+08:00
text_topic_rel_txt_iwencai_share_to_txt_topic_mna,D,text,text_topic,2023-07-25 00:00:00,2025-12-19 00:00:00,8765,15,2026-04-23T20:23:08.821030+08:00
text_topic_rel_txt_iwencai_share_to_txt_topic_policy,D,text,text_topic,2023-07-25 00:00:00,2025-12-19 00:00:00,8765,15,2026-04-23T20:23:08.824255+08:00
text_topic_rel_txt_news_share_to_txt_topic_earnings,D,text,text_topic,2023-07-25 00:00:00,2025-12-19 00:00:00,8765,15,2026-04-23T20:23:08.827828+08:00
text_topic_rel_txt_news_share_to_txt_topic_mna,D,text,text_topic,2023-07-25 00:00:00,2025-12-19 00:00:00,8765,15,2026-04-23T20:23:08.830538+08:00
text_topic_rel_txt_news_share_to_txt_topic_policy,D,text,text_topic,2023-07-25 00:00:00,2025-12-19 00:00:00,8765,15,2026-04-23T20:23:08.833934+08:00
text_topic_rel_txt_notice_share_to_txt_topic_earnings,D,text,text_topic,2023-07-25 00:00:00,2025-12-19 00:00:00,8765,15,2026-04-23T20:23:08.836752+08:00
text_topic_rel_txt_notice_share_to_txt_topic_mna,D,text,text_topic,2023-07-25 00:00:00,2025-12-19 00:00:00,8765,15,2026-04-23T20:23:08.839778+08:00
text_topic_rel_txt_notice_share_to_txt_topic_policy,D,text,text_topic,2023-07-25 00:00:00,2025-12-19 00:00:00,8765,15,2026-04-23T20:23:08.843208+08:00
text_topic_rel_txt_source_dispersion_to_txt_topic_earnings,D,text,text_topic,2023-07-25 00:00:00,2025-12-19 00:00:00,8765,15,2026-04-23T20:23:08.845984+08:00
text_topic_rel_txt_source_dispersion_to_txt_topic_mna,D,text,text_topic,2023-07-25 00:00:00,2025-12-19 00:00:00,8765,15,2026-04-23T20:23:08.848947+08:00
text_topic_rel_txt_source_dispersion_to_txt_topic_policy,D,text,text_topic,2023-07-25 00:00:00,2025-12-19 00:00:00,8765,15,2026-04-23T20:23:08.851979+08:00
text_topic_rel_txt_topic_capital_to_txt_topic_earnings,D,text,text_topic,2023-07-25 00:00:00,2025-12-19 00:00:00,8765,15,2026-04-23T20:23:08.855464+08:00
text_topic_rel_txt_topic_capital_to_txt_topic_mna,D,text,text_topic,2023-07-25 00:00:00,2025-12-19 00:00:00,8765,15,2026-04-23T20:23:08.858789+08:00
text_topic_rel_txt_topic_capital_to_txt_topic_policy,D,text,text_topic,2023-07-25 00:00:00,2025-12-19 00:00:00,8765,15,2026-04-23T20:23:08.861564+08:00
text_topic_rel_txt_topic_earnings_to_txt_topic_mna,D,text,text_topic,2023-07-25 00:00:00,2025-12-19 00:00:00,8765,15,2026-04-23T20:23:08.864853+08:00
text_topic_rel_txt_topic_earnings_to_txt_topic_policy,D,text,text_topic,2023-07-25 00:00:00,2025-12-19 00:00:00,8765,15,2026-04-23T20:23:08.867598+08:00
text_topic_rel_txt_topic_mna_to_txt_topic_earnings,D,text,text_topic,2023-07-25 00:00:00,2025-12-19 00:00:00,8765,15,2026-04-23T20:23:08.870555+08:00
text_topic_rel_txt_topic_mna_to_txt_topic_policy,D,text,text_topic,2023-07-25 00:00:00,2025-12-19 00:00:00,8765,15,2026-04-23T20:23:08.873883+08:00
text_topic_rel_txt_topic_operation_to_txt_topic_earnings,D,text,text_topic,2023-07-25 00:00:00,2025-12-19 00:00:00,8765,15,2026-04-23T20:23:08.877156+08:00
text_topic_rel_txt_topic_operation_to_txt_topic_mna,D,text,text_topic,2023-07-25 00:00:00,2025-12-19 00:00:00,8765,15,2026-04-23T20:23:08.880245+08:00
text_topic_rel_txt_topic_operation_to_txt_topic_policy,D,text,text_topic,2023-07-25 00:00:00,2025-12-19 00:00:00,8765,15,2026-04-23T20:23:08.883156+08:00
text_topic_rel_txt_topic_policy_mna_mix_to_txt_topic_earnings,D,text,text_topic,2023-07-25 00:00:00,2025-12-19 00:00:00,8765,15,2026-04-23T20:23:08.886123+08:00
text_topic_rel_txt_topic_policy_mna_mix_to_txt_topic_mna,D,text,text_topic,2023-07-25 00:00:00,2025-12-19 00:00:00,8765,15,2026-04-23T20:23:08.889606+08:00
text_topic_rel_txt_topic_policy_mna_mix_to_txt_topic_policy,D,text,text_topic,2023-07-25 00:00:00,2025-12-19 00:00:00,8765,15,2026-04-23T20:23:08.892376+08:00
text_topic_rel_txt_topic_policy_to_txt_topic_earnings,D,text,text_topic,2023-07-25 00:00:00,2025-12-19 00:00:00,8765,15,2026-04-23T20:23:08.895249+08:00
text_topic_rel_txt_topic_policy_to_txt_topic_mna,D,text,text_topic,2023-07-25 00:00:00,2025-12-19 00:00:00,8765,15,2026-04-23T20:23:08.898641+08:00
text_topic_rel_txt_topic_risk_to_txt_topic_earnings,D,text,text_topic,2023-07-25 00:00:00,2025-12-19 00:00:00,8765,15,2026-04-23T20:23:08.901779+08:00
text_topic_rel_txt_topic_risk_to_txt_topic_mna,D,text,text_topic,2023-07-25 00:00:00,2025-12-19 00:00:00,8765,15,2026-04-23T20:23:08.904628+08:00
text_topic_rel_txt_topic_risk_to_txt_topic_policy,D,text,text_topic,2023-07-25 00:00:00,2025-12-19 00:00:00,8765,15,2026-04-23T20:23:08.908100+08:00
text_topic_rel_txt_topic_risk_vs_earnings_to_txt_topic_earnings,D,text,text_topic,2023-07-25 00:00:00,2025-12-19 00:00:00,8765,15,2026-04-23T20:23:08.910836+08:00
text_topic_rel_txt_topic_risk_vs_earnings_to_txt_topic_mna,D,text,text_topic,2023-07-25 00:00:00,2025-12-19 00:00:00,8765,15,2026-04-23T20:23:08.914207+08:00
text_topic_rel_txt_topic_risk_vs_earnings_to_txt_topic_policy,D,text,text_topic,2023-07-25 00:00:00,2025-12-19 00:00:00,8765,15,2026-04-23T20:23:08.917733+08:00
text_topic_sym_txt_topic_capital__txt_topic_policy_mna_mix,D,text,text_topic,2023-07-25 00:00:00,2025-12-19 00:00:00,8765,15,2026-04-23T20:23:08.920540+08:00
text_topic_sym_txt_topic_capital__txt_topic_risk_vs_earnings,D,text,text_topic,2023-07-25 00:00:00,2025-12-19 00:00:00,8765,15,2026-04-23T20:23:08.923291+08:00
text_topic_sym_txt_topic_earnings__txt_topic_capital,D,text,text_topic,2023-07-25 00:00:00,2025-12-19 00:00:00,8765,15,2026-04-23T20:23:08.926690+08:00
text_topic_sym_txt_topic_earnings__txt_topic_mna,D,text,text_topic,2023-07-25 00:00:00,2025-12-19 00:00:00,8765,15,2026-04-23T20:23:08.929880+08:00
text_topic_sym_txt_topic_earnings__txt_topic_operation,D,text,text_topic,2023-07-25 00:00:00,2025-12-19 00:00:00,8765,15,2026-04-23T20:23:08.932745+08:00
text_topic_sym_txt_topic_earnings__txt_topic_policy,D,text,text_topic,2023-07-25 00:00:00,2025-12-19 00:00:00,8765,15,2026-04-23T20:23:08.935776+08:00
text_topic_sym_txt_topic_earnings__txt_topic_policy_mna_mix,D,text,text_topic,2023-07-25 00:00:00,2025-12-19 00:00:00,8765,15,2026-04-23T20:23:08.938748+08:00
text_topic_sym_txt_topic_earnings__txt_topic_risk,D,text,text_topic,2023-07-25 00:00:00,2025-12-19 00:00:00,8765,15,2026-04-23T20:23:15.235910+08:00
text_topic_sym_txt_topic_earnings__txt_topic_risk_vs_earnings,D,text,text_topic,2023-07-25 00:00:00,2025-12-19 00:00:00,8765,15,2026-04-23T20:23:15.239426+08:00
text_topic_sym_txt_topic_mna__txt_topic_capital,D,text,text_topic,2023-07-25 00:00:00,2025-12-19 00:00:00,8765,15,2026-04-23T20:23:15.242709+08:00
text_topic_sym_txt_topic_mna__txt_topic_operation,D,text,text_topic,2023-07-25 00:00:00,2025-12-19 00:00:00,8765,15,2026-04-23T20:23:15.245533+08:00
text_topic_sym_txt_topic_mna__txt_topic_policy_mna_mix,D,text,text_topic,2023-07-25 00:00:00,2025-12-19 00:00:00,8765,15,2026-04-23T20:23:15.249522+08:00
text_topic_sym_txt_topic_mna__txt_topic_risk,D,text,text_topic,2023-07-25 00:00:00,2025-12-19 00:00:00,8765,15,2026-04-23T20:23:15.252463+08:00
text_topic_sym_txt_topic_mna__txt_topic_risk_vs_earnings,D,text,text_topic,2023-07-25 00:00:00,2025-12-19 00:00:00,8765,15,2026-04-23T20:23:15.255365+08:00
text_topic_sym_txt_topic_operation__txt_topic_capital,D,text,text_topic,2023-07-25 00:00:00,2025-12-19 00:00:00,8765,15,2026-04-23T20:23:15.258910+08:00
text_topic_sym_txt_topic_operation__txt_topic_policy_mna_mix,D,text,text_topic,2023-07-25 00:00:00,2025-12-19 00:00:00,8765,15,2026-04-23T20:23:15.261955+08:00
text_topic_sym_txt_topic_operation__txt_topic_risk_vs_earnings,D,text,text_topic,2023-07-25 00:00:00,2025-12-19 00:00:00,8765,15,2026-04-23T20:23:15.264869+08:00
text_topic_sym_txt_topic_policy__txt_topic_capital,D,text,text_topic,2023-07-25 00:00:00,2025-12-19 00:00:00,8765,15,2026-04-23T20:23:15.267823+08:00
text_topic_sym_txt_topic_policy__txt_topic_mna,D,text,text_topic,2023-07-25 00:00:00,2025-12-19 00:00:00,8765,15,2026-04-23T20:23:15.270992+08:00
text_topic_sym_txt_topic_policy__txt_topic_operation,D,text,text_topic,2023-07-25 00:00:00,2025-12-19 00:00:00,8765,15,2026-04-23T20:23:15.274453+08:00
text_topic_sym_txt_topic_policy__txt_topic_policy_mna_mix,D,text,text_topic,2023-07-25 00:00:00,2025-12-19 00:00:00,8765,15,2026-04-23T20:23:15.277314+08:00
text_topic_sym_txt_topic_policy__txt_topic_risk,D,text,text_topic,2023-07-25 00:00:00,2025-12-19 00:00:00,8765,15,2026-04-23T20:23:15.280111+08:00
text_topic_sym_txt_topic_policy__txt_topic_risk_vs_earnings,D,text,text_topic,2023-07-25 00:00:00,2025-12-19 00:00:00,8765,15,2026-04-23T20:23:15.283636+08:00
text_topic_sym_txt_topic_risk__txt_topic_capital,D,text,text_topic,2023-07-25 00:00:00,2025-12-19 00:00:00,8765,15,2026-04-23T20:23:15.286635+08:00
text_topic_sym_txt_topic_risk__txt_topic_operation,D,text,text_topic,2023-07-25 00:00:00,2025-12-19 00:00:00,8765,15,2026-04-23T20:23:15.289527+08:00
text_topic_sym_txt_topic_risk__txt_topic_policy_mna_mix,D,text,text_topic,2023-07-25 00:00:00,2025-12-19 00:00:00,8765,15,2026-04-23T20:23:15.292571+08:00
text_topic_sym_txt_topic_risk__txt_topic_risk_vs_earnings,D,text,text_topic,2023-07-25 00:00:00,2025-12-19 00:00:00,8765,15,2026-04-23T20:23:15.295771+08:00
text_topic_sym_txt_topic_risk_vs_earnings__txt_topic_policy_mna_mix,D,text,text_topic,2023-07-25 00:00:00,2025-12-19 00:00:00,8765,15,2026-04-23T20:23:15.298831+08:00
text_topic_tanh_txt_em_report_share,D,text,text_topic,2023-07-25 00:00:00,2025-12-19 00:00:00,8765,15,2026-04-23T20:23:15.301727+08:00
text_topic_tanh_txt_iwencai_share,D,text,text_topic,2023-07-25 00:00:00,2025-12-19 00:00:00,8765,15,2026-04-23T20:23:15.305409+08:00
text_topic_tanh_txt_news_share,D,text,text_topic,2023-07-25 00:00:00,2025-12-19 00:00:00,8765,15,2026-04-23T20:23:15.308347+08:00
text_topic_tanh_txt_notice_share,D,text,text_topic,2023-07-25 00:00:00,2025-12-19 00:00:00,8765,15,2026-04-23T20:23:15.311135+08:00
text_topic_tanh_txt_source_dispersion,D,text,text_topic,2023-07-25 00:00:00,2025-12-19 00:00:00,8765,15,2026-04-23T20:23:15.314730+08:00
text_topic_tanh_txt_topic_capital,D,text,text_topic,2023-07-25 00:00:00,2025-12-19 00:00:00,8765,15,2026-04-23T20:23:15.317645+08:00
text_topic_tanh_txt_topic_earnings,D,text,text_topic,2023-07-25 00:00:00,2025-12-19 00:00:00,8765,15,2026-04-23T20:23:15.320998+08:00
text_topic_tanh_txt_topic_mna,D,text,text_topic,2023-07-25 00:00:00,2025-12-19 00:00:00,8765,15,2026-04-23T20:23:15.323888+08:00
text_topic_tanh_txt_topic_operation,D,text,text_topic,2023-07-25 00:00:00,2025-12-19 00:00:00,8765,15,2026-04-23T20:23:15.328713+08:00
text_topic_tanh_txt_topic_policy,D,text,text_topic,2023-07-25 00:00:00,2025-12-19 00:00:00,8765,15,2026-04-23T20:23:15.331545+08:00
text_topic_tanh_txt_topic_policy_mna_mix,D,text,text_topic,2023-07-25 00:00:00,2025-12-19 00:00:00,8765,15,2026-04-23T20:23:15.334821+08:00
text_topic_tanh_txt_topic_risk,D,text,text_topic,2023-07-25 00:00:00,2025-12-19 00:00:00,8765,15,2026-04-23T20:23:15.337530+08:00
text_topic_tanh_txt_topic_risk_vs_earnings,D,text,text_topic,2023-07-25 00:00:00,2025-12-19 00:00:00,8765,15,2026-04-23T20:23:15.340793+08:00
breakout_20,D,price_volume,trend,2023-08-21 00:00:00,2025-12-19 00:00:00,8480,15,2026-04-23T20:19:56.602487+08:00
breakout_strength_20,D,price_volume,trend,2023-08-21 00:00:00,2025-12-19 00:00:00,8480,15,2026-04-23T20:19:56.605667+08:00
g_trend_diff_ret_10d__ma_gap_5,D,price_volume,trend,2023-08-08 00:00:00,2025-12-19 00:00:00,8615,15,2026-04-23T20:22:14.484183+08:00
g_trend_diff_ret_10d__ret_20d,D,price_volume,trend,2023-08-22 00:00:00,2025-12-19 00:00:00,8465,15,2026-04-23T20:22:14.487421+08:00
g_trend_diff_ret_1d__ma_gap_5,D,price_volume,trend,2023-07-31 00:00:00,2025-12-19 00:00:00,8705,15,2026-04-23T20:22:14.490110+08:00
g_trend_diff_ret_1d__ret_10d,D,price_volume,trend,2023-08-08 00:00:00,2025-12-19 00:00:00,8615,15,2026-04-23T20:22:14.493545+08:00
g_trend_diff_ret_1d__ret_20d,D,price_volume,trend,2023-08-22 00:00:00,2025-12-19 00:00:00,8465,15,2026-04-23T20:22:14.496377+08:00
g_trend_diff_ret_1d__ret_3d,D,price_volume,trend,2023-07-28 00:00:00,2025-12-19 00:00:00,8720,15,2026-04-23T20:22:14.499287+08:00
g_trend_diff_ret_1d__ret_5d,D,price_volume,trend,2023-08-01 00:00:00,2025-12-19 00:00:00,8690,15,2026-04-23T20:22:14.502267+08:00
g_trend_diff_ret_20d__ma_gap_5,D,price_volume,trend,2023-08-22 00:00:00,2025-12-19 00:00:00,8465,15,2026-04-23T20:22:14.505170+08:00
g_trend_diff_ret_3d__ma_gap_5,D,price_volume,trend,2023-07-31 00:00:00,2025-12-19 00:00:00,8705,15,2026-04-23T20:22:14.508365+08:00
g_trend_diff_ret_3d__ret_10d,D,price_volume,trend,2023-08-08 00:00:00,2025-12-19 00:00:00,8615,15,2026-04-23T20:22:14.511396+08:00
g_trend_diff_ret_3d__ret_20d,D,price_volume,trend,2023-08-22 00:00:00,2025-12-19 00:00:00,8465,15,2026-04-23T20:22:14.514334+08:00
g_trend_diff_ret_3d__ret_5d,D,price_volume,trend,2023-08-01 00:00:00,2025-12-19 00:00:00,8690,15,2026-04-23T20:22:14.517349+08:00
g_trend_diff_ret_5d__ma_gap_5,D,price_volume,trend,2023-08-01 00:00:00,2025-12-19 00:00:00,8690,15,2026-04-23T20:22:14.520324+08:00
g_trend_diff_ret_5d__ret_10d,D,price_volume,trend,2023-08-08 00:00:00,2025-12-19 00:00:00,8615,15,2026-04-23T20:22:14.523469+08:00
g_trend_diff_ret_5d__ret_20d,D,price_volume,trend,2023-08-22 00:00:00,2025-12-19 00:00:00,8465,15,2026-04-23T20:22:14.526287+08:00
g_trend_lvl_breakout_20,D,price_volume,trend,2023-08-21 00:00:00,2025-12-19 00:00:00,8480,15,2026-04-23T20:22:14.530490+08:00
g_trend_lvl_close_to_vwap_day,D,price_volume,trend,2023-07-25 00:00:00,2025-12-19 00:00:00,8765,15,2026-04-23T20:22:14.533320+08:00
g_trend_lvl_ma_cross_5_20,D,price_volume,trend,2023-08-21 00:00:00,2025-12-19 00:00:00,8480,15,2026-04-23T20:22:14.536602+08:00
g_trend_lvl_ma_gap_10,D,price_volume,trend,2023-08-07 00:00:00,2025-12-19 00:00:00,8630,15,2026-04-23T20:22:14.539611+08:00
g_trend_lvl_ma_gap_20,D,price_volume,trend,2023-08-21 00:00:00,2025-12-19 00:00:00,8480,15,2026-04-23T20:22:14.542561+08:00
g_trend_lvl_ma_gap_5,D,price_volume,trend,2023-07-31 00:00:00,2025-12-19 00:00:00,8705,15,2026-04-23T20:22:14.545823+08:00
g_trend_lvl_open_to_close_intraday,D,price_volume,trend,2023-07-25 00:00:00,2025-12-19 00:00:00,8765,15,2026-04-23T20:22:14.548702+08:00
g_trend_lvl_ret_10d,D,price_volume,trend,2023-08-08 00:00:00,2025-12-19 00:00:00,8615,15,2026-04-23T20:22:14.551498+08:00
g_trend_lvl_ret_1d,D,price_volume,trend,2023-07-26 00:00:00,2025-12-19 00:00:00,8750,15,2026-04-23T20:22:14.554611+08:00
g_trend_lvl_ret_20d,D,price_volume,trend,2023-08-22 00:00:00,2025-12-19 00:00:00,8465,15,2026-04-23T20:22:14.557482+08:00
g_trend_lvl_ret_3d,D,price_volume,trend,2023-07-28 00:00:00,2025-12-19 00:00:00,8720,15,2026-04-23T20:22:14.560473+08:00
g_trend_lvl_ret_5d,D,price_volume,trend,2023-08-01 00:00:00,2025-12-19 00:00:00,8690,15,2026-04-23T20:22:14.563838+08:00
g_trend_neg_breakout_20,D,price_volume,trend,2023-08-21 00:00:00,2025-12-19 00:00:00,8480,15,2026-04-23T20:22:14.566632+08:00
g_trend_neg_close_to_vwap_day,D,price_volume,trend,2023-07-25 00:00:00,2025-12-19 00:00:00,8765,15,2026-04-23T20:22:14.569595+08:00
g_trend_neg_ma_cross_5_20,D,price_volume,trend,2023-08-21 00:00:00,2025-12-19 00:00:00,8480,15,2026-04-23T20:22:14.572453+08:00
